-1757 1697  339 -1025
5030 9188  2582 972
869 -262  2681 644
-2649 2363  -2479 -824
4029 -4552  -1212 -3227
1532 -1552  -7395 -3684
597 1071  -328 -895
-810 -5785  858 490
-2779 -103  1527 -5638
-548 462  6016 -261
-657 1382  -847 58
-2849 915  -2129 1798
-3462 -3690  6300 -191
2710 698  1227 -760
-2105 4048  429 3066
7840 215  88 1269
-2379 1393  825 2352
5852 -2567  -1455 -2491
-88 804  1539 1718
-6357 -100  130 -533
1715 -1676  2785 2527
546 -3055  -3865 3965
-761 -347  -2067 1804
2008 -1214  -936 6789
2257 1644  -4305 -2849
-3506 -405  -1624 648
1874 3261  386 -4219
2979 240  -713 3522
-433 2203  46 -2317
-4804 -1873  4384 5193
-5689 -5458  -2385 -1807
2506 -2722  -3337 -5733
-947 -3471  -1030 1063
-2305 -668  1741 38
-1076 -1836  -281 -2579
2799 -824  2800 4326
-597 5677  -267 -3249
-3176 6481  -553 4181
2327 10068  4784 -510
3008 1006  -1376 2300
-2620 2219  -2022 178
2511 -5470  -6081 1439
1528 490  -1528 580
-2283 544  3857 2672
1278 3468  -526 2918
742 -2607  2016 1500
-616 2550  -1366 -783
-1944 -2110  -2523 247
1222 2692  -1074 -5979
-4662 -581  6524 426
-5207 5699  1566 523
-2715 6615  -686 -1803
4775 1833  1206 64
-793 -4008  -4017 -6222
-476 -3126  2815 -73
-131 1225  -3241 -2142
-305 3527  6283 2144
-1930 -2895  -2231 2461
942 5690  162 2309
2081 -3585  6626 1666
-2089 -2179  -1478 -609
3485 -3180  -1583 401
-4555 1829  -5062 2083
433 225  728 -1532
-1765 831  -4556 2014
-1392 2539  -8033 -1862
-2276 924  -258 -1599
-4078 -2930  211 2076
4589 -6480  3379 -3719
2222 -223  -4616 5378
3688 -1642  -3245 -820
-4175 1299  -91 -3541
-4232 1345  1218 5650
-4458 1445  923 984
796 -883  3400 2966
178 1680  3574 383
-4761 -1523  -2907 -75
2920 2787  1514 -408
-425 -894  3108 225
-2641 211  -1048 1910
-4468 2121  -5208 -4507
-79 1027  1164 -2211
655 -3518  -4448 -484
-2584 854  -3517 3794
4171 3569  1346 -3066
-1265 -1569  796 1884
-552 3456  4097 3185
-366 2385  845 -194
-4013 -2418  -2210 65
2289 -857  -2170 -1692
3030 3421  -1763 3154
-912 150  5712 3835
5778 -3442  2748 1519
-2637 807  -3678 -658
772 -812  2871 1048
1514 -1861  1097 4612
-2728 471  -7786 3322
-160 -1155  -1033 -5146
1012 1097  -2910 -78
-807 2328  5300 4640
1698 -1260  -905 2871
3904 -1823  -3114 3969
3469 842  -4092 767
-1473 2134  2581 3965
2494 3487  1301 -3535
5678 -3957  -1015 3019
742 -992  -3469 -3293
2271 498  3238 -1436
3903 -3798  -5152 -1757
3222 -6189  675 1722
862 6145  -3370 2594
-1747 1484  -2008 356
7109 -4089  3044 7503
-1721 966  3846 3601
3817 -527  -3892 -2301
-1607 -1594  3394 -1576
4250 -2980  429 5843
288 -4239  6842 -456
3784 1374  -2309 1644
-283 -5829  7206 -442
-683 -3829  2544 -1108
-409 3876  1737 321
-1731 -92  2344 -1247
-1451 -5420  2046 -361
1083 2007  -2242 -5139
-2738 1441  -648 -5011
2494 -4647  6661 2216
-223 639  544 653
218 -1675  105 274
3636 2917  -192 -798
-3574 -3689  3008 2632
588 3123  5855 -578
-4137 2635  -17 -926
6153 -4596  -4031 1883
1545 4789  -4503 -2975
1271 3038  3120 4070
2587 3547  -1716 2587
-2708 1243  2305 111
2200 4522  -5014 -1923
5904 6085  -1174 2301
-2903 -1546  -1127 -844
4559 1484  1126 310
-7659 -1326  842 -3227
229 -2526  -2496 -2115
-11 2571  462 -6332
-4111 4000  -1114 3193
10430 2746  1862 2288
2303 368  4804 728
2677 -2674  -5705 805
-835 4578  118 5773
7646 -1591  -178 341
2430 4712  2699 -38
4770 -887  -514 2629
-1065 -114  -1171 1916
92 -1368  1061 1462
-1501 3940  -2694 1426
1723 3401  -2887 -9451
3091 264  -715 3726
2176 3900  1124 -3085
1424 -3852  873 3101
2030 4960  -827 179
4136 -2290  5591 -251
-3023 2017  -2259 -2796
-1049 2201  -3374 407
336 -7224  3710 3016
2466 -2102  -2480 2960
1310 -6497  454 -221
2610 6190  2322 -619
-340 2602  -1847 1995
-2758 -5004  -3113 5592
800 5130  -4305 -2056
2247 2213  7092 358
-1634 -4725  -91 1042
356 1644  -2988 -1553
-167 -2290  -2346 2581
3424 3172  2102 3874
-4171 4276  -2500 -1960
-929 -3598  2276 -1396
1464 2606  1271 2133
-3410 -2924  -533 -283
1079 1628  4807 -3228
247 1356  -3870 3330
4 4638  -2122 -910
2345 -963  926 2415
-3746 -739  -1460 118
565 2372  2080 -886
3017 -4371  332 -624
2038 710  -1955 -1005
-312 -3200  -1163 -3960
241 574  -5124 -6957
3142 1534  1058 -2133
5143 -6207  -1265 3326
1351 -2394  -3626 5118
1919 -162  482 4317
2713 -2208  1621 -516
-1144 1721  -162 -2030
1245 -1434  -2233 1144
-601 128  4369 -1229
2351 -2907  3225 -388
1870 2554  1151 1419
-1183 3909  2160 -4889
349 3728  -2245 1399
-2273 2053  1654 -1477
-1322 3087  1589 4427
-2203 4095  3533 -1994
6205 -2070  3255 -3318
332 -2743  -2578 -2505
-2124 -1666  2440 -4690
-327 -821  -2983 1017
2475 -4509  -2871 2488
-2811 5233  -989 -739
3546 -1315  -3169 -741
-5390 -1504  737 -5821
-2127 6541  1869 -373
-1788 325  -5515 -331
-824 -1293  -3941 -737
-992 -3509  2031 2645
4239 -33  1509 411
2730 -6074  2354 1810
-2424 1125  1447 -5880
-3200 -221  -3890 -953
-51 6161  -432 2604
-2055 32  3301 -4594
3342 2387  -356 -3707
593 3182  -3285 -3169
1735 2262  -2087 5097
3816 5759  -2694 -1334
-702 2676  -3543 -89
532 -62  -3443 -1628
3099 -2340  4205 -710
212 784  2556 2825
94 206  433 61
-274 -2029  292 -3349
-2929 -1014  4198 5013
-3126 -4293  2850 978
130 -3270  -622 925
-2687 3191  -144 1304
-2401 1452  3611 4297
9662 -1822  -157 -546
-4482 -5548  2182 893
-4039 64  1116 -4602
-2083 -4279  1244 495
2996 533  -5458 -352
-2233 206  2127 -2202
-318 -2518  3815 1213
-2973 -1943  -1621 5747
-2081 -1052  -518 3133
-1801 -240  4774 -7005
263 243  -3754 -1686
2241 5541  1660 944
-607 -828  -268 -2105
4157 1986  -2356 3790
1430 5501  -1153 893
2527 5149  2323 -2690
1864 1835  2430 -4074
-451 -5068  -831 -1248
-2803 -2858  -975 -2918
2262 2661  2782 1229
-433 2332  741 -667
1823 -6402  1594 2511
-3649 -341  4277 -1830
2514 1411  -2016 2091
3499 -886  7572 2482
1945 -917  781 -6932
-2824 -575  796 2105
4012 -1901  4594 -2311
-1144 -5249  -2659 -1301
2459 222  -3508 607
-3227 -861  386 -25
2040 2813  4140 -970
6034 -3870  2667 4702
-5279 2825  585 -7890
-2864 -1312  4820 2806
-4395 188  -1554 -3435
607 109  -1547 -2608
2671 -5099  -3136 6296
1611 -620  -8816 673
329 -720  4052 3563
2669 371  2143 -435
-2262 -4070  -4460 2021
1122 2517  -4224 2873
1575 1898  1254 1923
1113 2783  -2924 1986
-2513 1547  1137 -2156
161 -3161  -840 1643
-1733 -2974  -43 268
-149 -1007  -1854 -592
736 -2970  -2762 -2167
1450 -520  805 -491
4719 -4436  1533 -5653
4926 7131  -2791 -3211
-1760 2496  3178 2092
4100 -5000  204 3383
-2916 2293  950 -3560
1365 -1046  3432 3726
-2940 -1151  -3606 -1406
579 2376  -1552 -2620
3009 3908  1597 -3361
-5581 3041  677 -1203
3050 1734  -5631 -1863
-1506 799  -471 -1157
764 -2369  2762 288
-2046 1382  2071 705
-798 773  185 759
-3781 214  1397 457
-1154 123  -3390 19
-844 -4199  -3318 -4762
4710 -484  2446 -2969
3774 -5364  4150 -6438
-1095 1030  -775 2839
-676 -5336  2462 -2245
3371 -6388  1754 -3836
4565 -292  402 1443
3432 -3513  3927 -4138
2034 2820  2431 4946
-26 -124  885 -619
3010 -4131  -712 3524
-111 -4820  -2347 1650
-1169 -1641  -1769 1350
-1119 -3856  5477 3982
3059 -4481  1656 3158
-5282 1301  2807 -1484
-3509 1986  3946 -4422
-1326 962  2047 1250
-2704 -2307  -2944 -4339
384 -2261  -6631 222
-2697 3957  3452 -733
-7531 -2368  1496 -3890
-1236 -1355  3205 -1878
-922 3593  4367 -3134
3755 -5052  -821 -5205
-1832 2190  2678 763
306 1737  -4487 -2881
-2744 5211  2543 532
1311 1177  1777 2140
-3155 -3692  -5659 140
-3490 1993  -80 4069
3504 3701  -1033 154
5884 1760  1177 -2829
2737 -3430  -2754 5274
-3711 -559  -3818 4282
873 2232  2138 -3105
2179 -4224  -1453 -2479
1660 -8699  4500 1529
-14 -44  -1205 -123
2002 205  -964 4866
620 -3480  2566 666
875 2398  -1749 -1486
2356 -1053  1798 4015
-2591 -466  3629 1201
1794 -4712  -1388 -2834
2556 5507  1736 503
-931 2287  -252 574
-1398 734  1505 1851
3181 4280  -361 1298
2370 -1008  -774 2332
-1295 1992  -2564 -1017
-5604 -5248  1973 -3051
5788 -4  1700 -4668
2338 812  2867 -2985
-1705 2793  627 -2129
-6902 -1222  -2800 -207
263 5287  1023 2002
-3816 1278  -1370 -4307
3387 2157  -1309 608
-6144 2412  -2274 -1034
-5888 -1638  629 2158
1164 -5902  1673 1297
-1467 -2131  -4624 443
2016 1817  1647 -3956
253 5434  -4435 -1557
-180 1320  -1093 2028
-4182 -3942  211 -2409
-2546 2945  -890 3631
5163 -267  -6565 -44
537 -4668  -2147 153
-405 -407  850 -383
-1800 -3619  -1221 684
478 6444  -2692 2416
2202 816  -2114 3678
-1437 4759  -4951 4600
-1342 5345  1736 787
4090 1988  2173 1282
-1647 -844  2282 3004
4575 -849  -1847 2359
-340 -1064  4182 4091
-1434 3104  -5177 4694
1486 -2417  3050 -8207
2129 1058  741 41
-2637 31  485 319
2128 -1076  -4072 -871
-241 5337  2001 -300
-5706 -5043  1845 -1484
4992 350  2400 -346
-1818 -930  5004 407
3434 263  6410 1421
1114 3327  4468 -2363
-1047 -1097  -8 491
3835 -1830  2600 -90
3217 -2275  -5919 643
3095 6182  375 -1150
599 236  4278 4389
-3139 5230  1328 7129
267 -839  22 -3379
-2790 -3373  -6146 1581
3005 -5936  9087 -2422
1327 2129  -1788 4002
695 -1392  35 614
6642 -5933  -886 2417
-1641 -1280  425 -1025
2999 -3928  654 4189
-2439 -2267  -1968 -482
537 6942  -3200 12
3489 -736  108 1108
5517 -2607  -1274 1790
3889 3798  -1067 2157
-3021 -972  -3129 17
-1574 -2968  -6158 -5072
4405 -3719  -971 -2827
-613 1339  4174 3357
2835 -4305  2548 3622
-4799 -2455  -558 2146
-999 2016  -5800 -2218
1792 -4785  2106 3318
677 2832  2276 -588
-1230 -2934  753 -447
167 -96  -2469 -509
2197 -2741  -3588 -2253
-340 -3597  753 2443
871 -2963  -3174 887
758 -3009  -4961 1658
2900 -4845  -3355 -2223
-3704 1383  3335 244
-555 8774  -1784 636
-3008 308  -3020 3052
2276 106  -3173 -4726
-960 -772  -189 3664
2693 -3558  -1636 1350
4688 -770  -518 -3827
1190 2288  102 5033
-4272 -3953  -890 1705
-5115 -710  2657 2651
-2821 1908  -423 -4336
2288 -1164  2670 -100
-289 -4692  -3725 -2932
-359 566  1456 1840
-1107 2825  -2306 -1609
-2386 2546  -1203 -1931
1001 -2951  -4257 1692
713 3275  2387 -812
2590 -1720  -2880 -127
-2501 714  1440 -4184
2586 508  817 -5451
1661 -2395  3226 1508
1231 -2173  -86 2670
3480 1638  57 147
-1518 1073  4694 -3369
-3835 283  1115 -1528
-952 -241  1806 847
1393 -3170  -478 5341
5633 -743  -1493 -1812
-4743 453  -1683 -7289
-845 -991  -3510 1015
1384 -1662  3127 457
4604 1998  2916 1500
5 7947  -2472 9910
-7103 3218  -2553 -1292
1043 1283  2981 3912
-5628 3822  2230 2242
-874 610  2575 2897
468 -2471  200 -1530
6380 -1245  -5542 2389
1727 -5539  -501 292
-7307 21  -1485 997
5216 -1926  2658 3286
-3241 -2911  1381 1911
-1487 1473  -172 -569
-6344 -2014  -3815 59
111 -1373  -38 -1768
4098 -3579  -176 -3282
3960 -2308  2505 -1374
3367 2598  406 1152
2888 480  -1346 3450
5015 -330  2482 1086
1111 1093  -3182 -5452
3753 -2322  -314 3064
37 3683  -1527 -3830
1142 4899  -3108 -403
-121 447  5360 -859
775 -2410  -204 -1998
3470 -652  -632 1105
-4253 -4726  144 -821
-2122 5039  -3654 645
3493 2454  1065 -74
-1559 9  -1735 1295
-332 -3275  -749 10
2216 757  -2315 446
2779 -3833  -356 -5874
1251 3932  114 -45
1527 -1353  2125 -2852
720 -1600  5978 -5039
5152 -6960  -2417 -4505
962 -1248  2188 -1109
-1083 -4875  4385 674
-5146 -1983  3172 -3784
-1465 3437  -602 3335
-1212 1627  522 -5356
-2025 -5411  -876 -392
-4688 2260  -936 -1877
346 6668  -659 2891
2359 -1724  -4957 -1364
1673 -1073  249 -356
-5102 -3081  3641 1350
4764 -4211  2736 -114
-651 880  3082 -2141
1997 -1375  1317 1262
-2817 -5296  4166 586
4047 550  -5652 -30
52 1160  1005 -4512
2457 2400  -1258 389
1069 -1312  -2699 -1798
1206 1865  -1170 -3064
-377 -422  -1645 -1528
3255 -721  4428 -1662
418 1000  1985 628
967 -816  57 -4144
688 -750  831 -3814
4803 4164  -2634 -948
3962 4660  6123 -2134
-3461 -576  5737 -162
-4245 2456  -651 -638
5019 854  -798 2489
2826 3026  -3611 -2143
1959 742  -474 5662
2885 1208  1032 -1516
4936 4665  -5669 1293
748 -3280  6106 -669
-7019 910  7887 -507
-2133 -7690  2627 -1859
1467 -1618  939 -1867
55 543  -6061 3364
349 -1760  1466 -1779
85 2442  -2773 300
-1034 3039  4119 2344
-1796 2959  -3220 -198
-2928 -3916  146 -256
4385 2803  -2339 -2382
-2195 313  827 -1323
-668 240  -6807 -2258
-505 -71  756 461
-1010 661  600 2742
3649 -1620  2053 -509
-1788 4681  1132 -515
16 4238  2288 -2243
1390 -1249  2384 3741
-43 1239  77 -3942
-1497 -9874  2688 2484
-475 4121  -4265 3782
-29 545  1822 614
721 -2456  2014 -3699
338 3224  3184 -2458
-1799 2205  -3230 -2548
-1940 2645  1487 -4176
1809 -202  -1906 3784
-146 4934  4156 2024
-1654 3570  -2663 1651
-528 -1914  3200 1923
-60 1650  -515 -6565
-5829 -2637  -1405 865
4731 -2475  362 -25
-4648 2587  2867 2490
4207 -964  -1961 -1478
5016 8959  -4543 1755
-1710 7152  1666 -2401
-1088 -1526  -218 1029
4868 -2128  319 759
851 4193  -3729 -3214
1567 2280  -277 4662
1814 -2601  6838 -5396
-857 -5206  1803 1301
2990 -826  -2399 -4065
5322 -723  -4905 -4431
1341 350  -607 4502
4995 -1212  -1768 1314
-111 -2570  -1380 -5766
2451 802  -2678 6263
-6221 -509  -238 391
-701 -4608  479 -456
-1007 393  -3873 -4565
-784 5437  4758 -1676
2058 -151  2549 3714
1679 6670  6628 2542
487 -2100  1231 257
-5063 5978  -2315 3054
-2322 -886  1806 -955
-7081 -2186  2339 1990
-477 -3323  966 5836
2941 -2310  -1031 2836
7758 -3816  -3221 2369
-2946 1757  603 2404
-1896 499  3593 -584
-1861 1892  3486 3586
686 -1796  1995 2324
-521 1582  1165 9952
-5444 -69  1363 -5300
-3909 -2308  -2979 -4481
-1234 -5374  140 -4343
-2600 3107  -117 -1924
-3711 -3803  1773 -1931
1986 1140  2494 1958
3204 1993  -2700 -1494
1213 3993  3095 -5579
708 -169  2330 -1998
-430 1010  -2846 1029
-447 -3026  -69 -711
-353 6209  -4227 -2494
-2843 -478  -397 -2911
6462 1344  2097 -2932
8026 635  -1192 -1002
-2585 -3541  -671 1449
2441 6280  333 -2641
3006 -1438  -616 2562
-519 998  1041 3137
821 779  2219 -3137
-434 3087  -5818 4684
3848 -5090  3354 5221
-7386 -697  2275 -181
785 -498  -1669 -53
-1843 -1453  807 814
-24 -2832  -1293 3708
-1539 -855  5514 5311
4912 -559  312 -2708
-5799 3543  -3658 1962
-1034 3724  3387 -2210
3020 3036  -5430 392
3899 -1146  -1866 -426
896 -2189  1563 -4354
-1158 2154  -1325 1432
3161 -423  -6184 2681
-2940 4271  -788 2196
-1374 104  122 3016
-121 -4969  216 3557
-6441 -3920  3795 -1672
1578 -1967  163 -949
2570 354  -2784 -457
-3440 1150  651 1339
972 -2281  -2899 982
1622 -1611  5898 3575
4494 1898  -6808 2699
-483 -7645  -1137 -713
-2066 -5215  -886 -5332
914 -1487  529 2964
856 -2955  -1 -2422
-4164 4668  -731 -1759
-518 5992  -2169 -2920
7206 -2739  2268 835
4476 5768  3096 -2749
2883 -755  -1796 -3599
4190 -1900  -670 915
-3955 3805  -439 656
-1491 1922  -1145 668
871 1967  7212 -5218
-2095 -480  3287 635
1560 -763  -2230 445
906 -2742  -2593 -1106
499 -4379  3328 4286
359 -604  -93 -710
-63 1353  -3303 620
321 -1384  1913 4223
-189 -857  85 -1195
4235 -2448  4385 -3810
4258 -59  1023 -2129
1200 2476  -4468 1561
-1604 -4013  3233 -2995
2692 1970  903 -1768
-2931 916  -2405 -2326
-1061 -345  328 2245
311 -208  1973 -5001
21 6351  -202 -258
-766 -2334  685 4686
-4741 2127  6427 -1672
-102 5647  62 1021
-1193 1777  2559 -32
1879 5032  6776 568
-3207 -2003  1936 -1803
2063 -2914  -1275 952
-1580 4102  -4109 -3791
-26 -1758  -1153 214
-266 789  3064 2057
891 145  856 -1680
635 3919  -2225 7315
16 -2485  -4189 212
2288 -1849  -2482 -2987
-1365 3801  2648 1812
-3958 -2678  875 1626
4833 -800  1784 565
-3722 1734  -235 1266
1045 -1601  -981 5585
-3210 1344  -3448 -1418
2616 1381  4484 -2239
1026 4928  2135 -1989
-4991 -3301  -3464 6726
-7543 -3157  654 -520
-925 6180  -1843 -2070
1068 4134  1460 5827
-1862 -2139  -2896 -328
1625 57  -5041 -2283
1715 -3755  -4359 -3831
-523 973  2405 -506
-760 909  2584 455
1367 -4146  3927 6533
-8579 -3968  -4119 -3194
1497 -4904  -557 -2131
3202 -1635  2855 1088
1881 2164  87 1467
2167 3611  -1753 5209
6162 -3987  -3741 1652
2284 425  -293 3701
1627 538  -4110 -5536
529 3176  -547 3356
372 -1558  -58 -3795
4029 -782  -1020 5989
-5603 3180  -2904 2909
-1970 5742  3614 604
4843 1030  -1330 1794
3709 -1974  -3341 1011
-1508 -2258  1104 -6709
2513 -1708  -1385 -6096
-1606 -3461  459 1872
-871 782  -2117 3516
-9746 1922  2114 -713
3006 3412  -1350 4164
-6285 550  -1695 440
-1783 722  1264 3209
1237 -4160  -558 -2840
-3361 1318  3479 -5221
-1932 4581  -2926 -4218
4921 3308  -246 114
-537 1306  -390 -2990
-2196 -2140  2487 -1026
168 5270  2724 2657
-3868 2585  1432 137
26 -2691  -1183 3338
3553 1099  -1193 609
1371 2745  1434 2897
-1877 5564  -1804 -1333
3403 3734  4750 -1007
-1788 -3536  718 -4752
4744 -1274  2907 186
5240 -2849  -5076 496
-1928 2663  -3546 774
311 4161  1417 -1781
-2167 -345  3761 1473
2540 -1055  3680 -2488
-2646 1891  -4739 132
-5352 -5697  1659 2558
-2882 3667  -3599 1891
-5514 -243  1740 -2902
-809 6386  -1514 2852
13 4551  -1152 461
1494 953  -2295 3654
-2572 -1215  3316 -2323
-1192 4776  669 -2248
260 -2769  3462 4248
-835 2825  -1089 -3543
-2634 -5015  5958 1661
1027 3827  312 2197
787 1555  1697 1921
3931 -1509  -7769 1689
-3162 1742  -6487 272
-812 -3820  1838 -3495
-2651 1616  -702 6183
-3440 -843  1011 -3547
4243 2489  -6689 405
-817 -2279  -1411 -1634
1681 -1389  -564 -230
822 -2956  401 -1728
-6056 1082  -4456 3322
4152 -1067  1198 1834
841 1724  698 1157
-6018 836  -3663 1327
-1929 -3781  3794 4208
-1347 1634  -230 -5039
1017 541  -337 -997
2516 1959  -3583 -1637
-4004 -1539  5360 -3197
1385 528  26 1745
-4352 3572  4248 -2494
-1470 -327  431 -6186
-702 2149  -2491 -788
-719 2202  1044 917
2399 -2404  1657 -3433
-5925 4059  2649 730
494 2075  -1317 1039
-2764 1681  7250 6239
-4152 4718  -3197 2899
-1796 -2477  538 72
-1132 1771  1723 746
-4990 77  4734 749
-1527 -2902  2976 -1221
982 -592  1007 631
6173 2348  2825 6701
1037 -800  -2349 2038
1903 -2720  2179 1623
854 405  -1950 27
5061 -154  23 -5556
620 -751  4419 266
3752 -327  -968 -1058
-2253 3955  2825 7066
2277 -520  3788 -1728
-622 1414  -58 -2997
727 -1580  -1603 -1592
-4578 576  -2259 -1191
-2115 -2402  -433 -833
-646 601  -1119 4507
-282 2091  509 -4462
1788 584  2842 -1340
476 914  -250 2140
400 -673  -2435 -146
2645 -2148  2118 852
-7827 7678  5060 -2437
1888 -1488  -2220 3604
-1970 -2289  -56 1767
-8470 5322  -3301 -7696
-1783 3094  -919 -433
-656 1062  -1983 -1565
5705 -1694  39 1429
-845 -1624  2435 1496
3470 511  -468 -149
6452 -4992  -3251 982
-5332 3524  881 -673
1718 2666  1333 5491
6273 -70  2794 -2742
-3242 1737  -1331 -421
-1026 229  -3682 -2648
-5692 -4384  -763 531
3212 -1289  -1706 1755
-2047 3556  2477 1092
-2577 -473  -1411 736
4744 -4085  -2385 -1012
2717 -1388  -342 -1309
-6260 49  1829 907
1081 7186  -134 781
1938 -3206  -381 -4061
2088 -8191  -2364 1280
1741 -294  2972 1969
986 1507  4017 2520
-3734 731  -866 -2749
3511 -2452  1222 4132
-2975 -283  -2610 661
1025 951  5352 -1144
5225 -1074  3195 -5096
-616 -282  -5045 -5911
-1518 -1290  40 -2665
-4901 -2262  -1572 -166
-2669 2582  -830 1354
-5840 -2020  3498 -1207
-2739 3423  -1368 -1674
4440 -2899  3741 2999
4277 978  -1606 -1770
1716 -2836  1735 -5494
-4696 -502  731 -2287
-784 -2373  3180 -7703
-649 1814  -1449 4542
4768 -1414  -162 1625
-2480 -4055  1991 1014
-4537 6415  3845 5280
683 407  3172 2035
1972 -2139  1680 -1140
-405 1464  2640 1013
-3394 -282  -3681 -3248
-2428 -3826  1984 4129
2146 2588  -4269 -1875
3020 2703  2455 -2088
1639 668  -5123 886
-1561 -457  -592 6057
-2923 2491  -1193 2530
-4339 288  2588 -1484
-1640 -3601  1868 -4163
-6674 4964  -3455 -2973
-871 917  793 3178
-1447 -1532  2474 3828
3686 6194  -1370 1395
-1333 2949  -3434 6398
2965 -7062  2278 2798
5194 -4917  -413 1690
1527 2174  -3654 3042
-4679 226  2449 -2052
-264 -2332  -431 2417
4033 -558  123 3238
4210 321  1657 -3120
1847 -1791  2046 2426
-2802 -1002  -3638 73
308 1311  2188 3841
-4775 303  -3016 1539
-3779 -3384  -785 -273
3725 -4868  2693 3144
19 -1916  -380 -1376
2461 1022  -1621 -6330
5148 -983  678 1213
-3933 -4166  46 1302
-731 1084  -2605 1257
861 -6377  -1848 -2106
16 -2474  -484 1610
497 1000  4293 -1164
1359 -1324  -2090 3226
4089 -1432  -2971 410
-1196 2709  -3487 -3012
2497 -2223  -4852 -1171
2437 -3048  3597 2576
5053 -3845  2810 -1579
-1452 136  -3564 403
-884 6541  -2512 -987
2046 -1933  1260 -5024
-250 -587  1243 2009
-2619 -943  -1325 -1876
818 -5352  199 3095
-1736 725  -2973 2079
-1915 1314  2901 -2149
3325 -1883  -450 -1810
-1247 -3701  2322 -1296
-4148 909  -7873 4643
1689 779  -6040 -6901
739 -2787  1480 -1429
11157 -2274  814 -3822
-1546 -181  1530 -3082
-971 -995  -166 -3104
3043 1101  1641 -4437
1696 4144  2942 1744
2019 2232  4578 -176
-1056 -2958  -215 3916
-1113 -2888  -2487 -2900
4175 1671  3453 -4906
4484 -521  946 4474
-1571 -3131  893 -4296
704 -3386  4217 1752
-1276 1610  816 -387
1777 2844  -6112 538
-133 -6640  -4441 -2245
-4579 4252  -3161 1078
7650 -876  -2755 893
604 2201  1991 1944
3092 -2818  -3640 -4158
-248 -318  3332 1555
-2625 2375  1210 1272
-3668 -158  281 2403
-4228 -2254  -6332 -3409
3364 3267  3499 5424
-1802 4432  -2013 -862
3676 4434  -3809 2174
-3598 840  2997 -1441
1334 -3714  1395 -7988
3425 -803  4973 -894
2546 1208  493 -2606
186 419  3344 -1566
-924 673  6160 -743
-4313 -727  -2643 -3234
-1562 -1720  -1046 2467
1252 -845  -314 -4502
2258 -1638  755 -1131
-3835 -1942  4453 -2620
2078 -2490  3942 3507
2510 -4005  1786 -5004
2701 1277  379 3827
1770 -2312  -5466 5306
4438 778  2385 -449
2265 -1780  6093 526
2776 -1447  4968 3040
4725 -4228  -3917 -238
3238 2954  1174 -436
593 -65  -2104 4499
2883 -1681  857 -859
3817 -433  2021 1780
-2350 7242  -935 -2643
-1680 -2934  2877 3750
-868 2767  -2789 5879
-2815 1285  3959 -1826
2591 -2712  1575 -6783
-2813 2246  -1000 1031
5939 2471  440 -2476
1827 7798  4423 -5094
-1122 -3069  -2755 -166
3910 3422  -2255 1244
-1500 410  -442 2004
-2146 2905  2922 1662
-6761 -7158  2323 -2672
-3995 -191  -3560 2049
1401 2849  -2012 -1837
-6971 5088  -900 1616
2472 4003  7458 -6599
2850 -1489  416 5507
2164 3030  2078 -3271
-3606 349  762 520
574 1227  944 -5035
-3676 85  934 -1948
-4225 3701  6850 752
-3090 -1763  2200 -762
-3529 -1184  420 -4184
28 -2614  1846 -3271
2412 2764  769 1903
6377 1690  -4986 -2492
-2220 -1521  317 627
-6712 961  757 -336
-917 -2543  -167 -2620
-588 -2643  3854 4498
5875 4298  93 3706
2085 5045  1800 -3764
-2146 -4390  6020 147
1689 -4201  684 1260
-1503 533  -1109 2721
5917 -6163  -669 3453
289 -975  -5132 -1937
1358 1133  -4716 542
235 -747  3245 -275
2231 5564  -1600 64
-1644 -255  -1947 4103
2293 -7305  -700 -293
-3553 7475  1433 -2129
-3854 -2105  -6648 -1106
1067 -3889  2021 1739
-3449 2147  2046 1277
-2315 -2869  -1674 2809
918 -2733  -1748 1007
3424 3471  -317 -920
-6149 -1443  -694 1649
-1811 -424  -1539 3380
4309 2163  -943 4349
-4569 -2236  1964 404
386 4245  -2385 6769
-4375 -5422  3074 -1473
-2131 -3214  2138 -4025
-2851 -5579  -210 -3670
-2065 -625  975 3574
-1901 1822  -406 4734
3160 -6797  1461 1702
-3851 -858  -684 2810
2127 -4165  3288 -3180
1131 256  -4 3717
-678 -1448  302 1292
1163 553  -3860 362
1524 -1535  -549 22
1917 4069  -5984 2909
-387 -3226  2760 2476
-1430 5681  812 -1408
350 951  475 -352
-578 588  -485 -734
-4186 -5214  -724 2414
678 6259  -1311 -1356
6175 995  -3050 1394
-2365 2913  -3267 931
-2323 7837  -2439 1778
-306 2545  1470 -1478
-2929 -5820  2432 -911
-310 -2094  4795 456
-4668 -2405  -891 320
1850 1495  4514 1656
2401 3730  -387 992
2076 -1269  -1611 2689
2636 5756  2366 -660
-1701 -1310  -44 -1204
2409 -3297  -1351 -3806
3145 -1174  -2752 202
993 275  1790 3465
-777 -889  5797 1207
2618 -2717  -1088 -568
-2950 1951  -844 1153
796 -553  1575 7325
-2559 510  -1270 2249
-1864 -2974  2205 -3787
-2915 1756  1828 3024
-2713 -4002  -1100 3148
-2895 1609  -1384 -721
3140 3543  -1318 1963
-5773 -1394  -6399 4899
2661 -1333  -1180 -3557
-169 -1291  2510 -1713
1483 850  -611 -4084
846 -1255  -1170 1074
2117 -1458  -5067 1367
-2542 -3332  -50 -3965
-2083 852  -680 -962
401 -4510  5362 2027
-645 1365  -3959 -3296
