546 -11  884 -544
494 87  420 -538
294 575  -505 -266
-10 71  -972 -91
-828 -19  -655 28
891 240  119 -1000
-316 -315  -275 -936
-446 -505  -747 201
-10 -701  -124 943
63 -387  812 -569
26 -102  -318 190
804 -151  -7 -498
237 513  -331 571
145 602  -655 -599
-17 104  532 -158
-490 259  -566 -117
-498 272  -97 -208
-148 -636  -598 -38
996 -476  327 765
59 -132  -338 -696
289 -1386  136 135
-99 617  -817 -9
-497 -271  -715 -554
-201 -595  -44 567
-10 -361  -554 -270
-802 728  70 -547
1522 181  889 697
807 -464  21 -26
39 -657  142 -201
171 295  -142 512
565 697  147 310
323 -1077  169 -400
-705 62  81 130
-580 -529  -1 25
-436 -773  420 285
225 185  -250 744
976 -299  115 120
-189 993  508 439
207 -91  -969 -760
18 -407  502 -927
390 167  -34 76
49 -245  110 132
-265 -407  -1270 -900
-99 466  -198 119
237 -1032  117 -379
-42 -120  1354 213
-535 -301  207 -487
517 310  711 -493
-355 -289  1190 607
-14 -1098  -94 -58
-7 -231  116 745
-380 -347  -1070 644
393 303  201 -256
344 558  381 -274
-563 -314  181 -258
53 457  -47 -337
-387 394  -1068 -196
228 -567  -331 -911
-129 1350  378 -534
-411 415  871 553
329 -250  738 554
-424 -165  20 611
1253 10  24 56
689 155  -319 -421
-712 724  1127 361
797 104  -90 602
-443 89  -666 -62
-498 -654  -492 443
415 -147  -292 -469
-486 548  -73 -356
900 84  -393 411
664 1037  -272 -1020
424 225  -78 -7
-682 -831  513 -668
55 954  281 -27
-383 655  93 -314
197 -533  -1278 294
-355 -759  -39 -570
-432 -28  468 87
948 57  -470 58
44 203  -350 737
-661 -327  -133 -295
-129 -575  -989 -438
-393 193  235 -717
-565 625  -144 99
-455 -110  -670 28
292 360  -492 312
-951 -50  859 -343
1202 -1  641 64
-95 844  328 -104
-361 890  -948 -187
1153 -264  -125 292
1291 487  72 613
344 -340  1267 122
188 218  258 61
-190 -166  -96 -233
20 894  -639 -581
-698 -71  -619 -1367
388 927  -115 220
60 -699  -847 -389
339 -804  -54 295
-123 391  -779 -337
0 17  504 -159
298 -282  131 -50
212 598  1057 781
1096 -465  -373 -275
-587 -216  243 -894
20 -257  -590 -529
116 209  872 -106
-479 -730  -913 412
520 -807  574 -405
123 -526  -342 1270
1452 -389  1690 -697
480 357  -87 377
-1218 -523  569 194
95 -731  404 131
-476 1038  259 870
-1041 -521  266 71
-437 379  305 113
-155 -719  -14 -15
-444 -880  222 315
115 378  559 24
-218 -1261  -385 -71
-518 -209  697 -260
446 -394  672 -389
-492 -880  -694 49
-115 -323  1034 144
-30 -496  558 535
-75 436  -335 -1
-226 951  683 -80
1210 170  790 -823
136 836  -236 382
-950 326  -929 -277
180 -720  -184 706
-186 -263  -15 635
133 -473  -104 237
57 -74  -253 -135
-309 -453  -630 1035
-212 827  1105 -818
-390 383  -65 174
-717 142  74 200
118 -329  241 487
-24 550  -491 327
-195 724  273 38
-87 778  318 -663
170 994  181 -1349
-635 -143  -1303 -445
-273 -305  510 -816
421 -652  124 231
34 37  443 -146
-620 525  1178 -312
-411 1081  -202 828
-117 75  -74 -247
316 698  -651 -1282
-5 -177  156 -189
-503 6  248 -133
-244 -78  30 218
-723 482  48 -718
229 659  -780 -121
-6 592  -273 -625
-733 -202  277 133
-315 -428  -226 -164
-323 -142  292 252
-11 -80  519 682
-408 -1376  455 -236
792 -1  -492 43
419 -219  122 -34
-322 926  -1149 297
-748 170  914 -1082
-54 -74  344 408
69 246  132 -1068
522 224  -168 892
-231 856  187 -166
-175 727  284 -104
-456 -1118  544 303
-766 -458  -26 88
380 843  -14 -62
-38 -417  -14 85
-208 -33  -224 -359
1052 654  21 -642
-151 288  -372 150
821 280  486 -349
502 -636  1000 918
-58 69  953 636
-66 695  -295 -158
-612 -62  -588 487
-104 474  -426 -404
-114 1329  625 155
70 403  337 535
253 558  441 691
-821 -416  426 -141
-419 -125  -307 -492
-566 56  236 -500
390 -418  -48 -1122
171 487  249 587
301 55  631 -105
-105 -577  216 912
150 117  52 -718
844 213  4 -524
-284 -543  -188 -313
-471 266  476 -269
-741 -318  310 192
717 -116  45 110
74 699  -367 -453
-375 -784  108 103
-362 367  -485 271
215 -2  -725 -628
-598 539  -152 368
-432 -205  -397 -461
-67 -813  -360 -427
-953 -512  618 -57
95 -591  -88 -313
130 46  170 513
18 35  779 -713
66 -18  228 833
348 -1176  -683 316
-171 -707  23 302
-480 -10  -1056 499
201 733  -914 573
-321 146  -153 379
-605 177  -571 -349
433 46  -946 307
557 123  -360 637
937 323  315 1249
-17 192  -370 -1589
606 -358  -653 -50
-36 -533  147 -182
141 -237  -400 -219
-515 620  -1389 -195
-310 -397  429 -326
141 43  -246 -418
201 605  -626 -732
755 -569  -897 248
-374 221  -967 -587
-1213 -754  -99 -59
-580 -13  -323 -830
407 440  83 148
372 -811  298 621
285 -312  421 620
-548 -320  -836 95
17 957  0 -167
429 197  783 131
-231 30  1141 -1224
-807 -493  218 -345
-282 72  524 -537
956 -246  -655 158
784 -1616  494 672
-432 -316  681 872
195 494  382 -125
188 -1096  -228 104
-483 380  336 280
-706 436  -161 -310
93 -235  -899 581
-289 -588  -371 42
-561 -332  23 1334
146 -192  556 -175
469 -384  -84 653
-381 -6  -486 318
128 -1762  -338 151
19 -7  -353 -176
-268 -309  -323 -313
505 -168  -246 -109
-610 435  -36 -368
365 -2  -146 474
95 -1310  97 417
-183 -163  -954 -109
-1187 473  38 169
386 -180  351 -460
-461 -870  784 -78
582 -193  67 324
-222 -338  -989 713
-1 -260  -50 -972
204 -352  55 65
593 342  -805 334
351 -361  -820 -147
760 761  -177 -239
-46 780  -356 531
-320 177  -194 -1203
-708 11  -346 -661
-84 140  -766 251
-689 -401  557 -148
-247 598  876 3
228 -54  -248 113
-984 118  81 -770
-198 946  -315 327
-741 45  296 530
-425 450  -359 456
499 -416  71 -247
-64 -125  -845 -393
-471 -746  -114 612
-785 -741  -49 -657
-371 -446  327 -573
152 1090  -107 7
504 -528  432 -269
15 116  1034 -241
-575 -386  -113 307
-212 154  267 -59
-327 -197  1265 288
955 803  832 302
-286 -275  7 -79
-652 -14  -240 675
-56 -597  972 -238
-1032 433  -346 417
-967 214  421 326
-217 164  -1224 -335
38 -816  435 -43
492 182  -2 49
277 696  345 -1170
-33 -90  538 -332
-475 -509  -509 48
-225 42  -611 -117
-90 -312  -348 91
1200 318  25 -454
292 -675  555 53
667 -29  -620 -297
27 -206  1170 849
-238 -397  59 -629
80 31  -673 -555
1086 35  -662 -80
498 -680  -430 861
-170 -370  -610 -38
196 -322  13 -24
371 -117  -687 -675
-602 -64  -497 1134
643 665  720 157
938 685  266 126
-40 -126  -933 250
322 698  123 64
274 49  349 -1265
-392 -349  215 -606
-515 325  565 583
55 461  418 -380
1294 224  162 671
107 289  -525 66
-533 -748  -937 392
782 -52  -152 -17
34 402  719 -32
51 1  822 100
234 242  206 193
87 110  140 -166
419 309  -616 190
-155 -342  -345 -47
-20 210  666 -218
113 -63  -503 -445
-367 -82  -20 331
139 -756  611 -185
448 241  195 -123
-569 -1366  0 272
354 -660  -290 -244
-168 -1107  80 546
-146 -730  -138 -80
-112 -647  -648 -115
-353 44  -35 1353
189 -14  1008 13
-1488 472  582 -407
439 294  -773 -27
-9 568  -168 -93
324 470  -186 -99
-603 -228  37 -806
67 378  -131 -549
-137 248  -371 630
342 -750  -324 686
792 -943  -848 -99
-219 256  597 149
-218 335  171 -22
-467 359  249 232
-120 -104  -664 668
-142 396  -869 -260
378 -899  212 230
-441 -1351  368 1119
-190 155  -1056 133
608 84  491 523
-93 446  -360 -659
574 -492  -187 -486
-178 -181  43 -778
-534 -726  -66 -855
-988 172  -362 89
6 540  282 348
204 523  -716 -232
398 -372  -466 -33
363 -434  -341 87
225 266  516 581
-78 510  733 106
-139 -636  904 -362
176 -116  -68 -437
949 -350  143 888
-179 1134  -59 -149
-234 418  835 535
-88 80  -21 402
-174 940  787 347
435 638  60 1032
271 -199  1180 833
338 1134  578 1072
-102 -236  201 770
37 -590  -173 193
823 1097  -445 556
51 -134  424 935
-79 -55  156 147
-375 407  246 664
434 263  -289 4
735 -588  -828 398
25 -571  60 -625
-697 50  183 39
139 -482  340 879
558 -228  -466 -804
-1174 268  1000 -55
252 489  215 112
-24 238  301 204
219 -497  612 -198
-444 -737  -77 11
846 465  331 411
-195 419  -82 -387
-316 -644  -726 -652
460 -1094  -227 -254
38 86  815 -7
-385 636  1046 -96
483 261  246 1233
154 392  -118 -316
-420 184  -367 -243
-62 -234  -745 -788
452 809  -22 186
692 85  -207 972
674 -374  -164 32
247 -569  235 -412
293 -996  452 243
1 -280  514 -229
-331 224  -402 298
-118 892  145 243
-311 963  -211 72
377 128  -65 236
472 -533  360 -785
-492 604  80 -778
1060 184  -377 487
-197 606  -327 652
-802 1645  500 -272
887 63  565 207
65 357  16 -375
-200 342  -755 184
-455 216  756 616
344 -323  -665 -98
212 135  536 -469
293 -400  -670 206
180 62  -948 669
-96 532  478 556
134 105  -750 -275
192 686  -266 303
171 311  -215 420
-612 -367  41 321
-249 -49  -162 -260
-558 33  -623 -1044
-805 -584  -457 1097
783 -454  -454 -246
391 -687  193 657
-140 410  -18 -232
-303 -76  466 -75
-877 961  1409 91
-122 225  -161 944
301 -249  -633 -478
293 -115  -556 518
301 650  90 -779
-209 -591  329 -259
1211 93  -564 1293
-397 1545  -146 -224
22 -1527  -825 545
-603 50  414 -422
8 200  109 865
933 170  193 606
428 -1011  -192 250
-375 185  167 -615
262 -821  266 -207
623 198  426 -651
-230 557  238 -385
508 612  -910 -374
-566 259  -40 -246
134 954  635 660
545 784  859 -660
-475 3  328 -68
147 721  -12 93
934 -578  -255 -338
-244 -251  256 214
540 -291  -1022 -325
330 -251  -285 58
-603 -24  358 375
-178 706  -50 -47
-401 -810  -201 -859
778 -527  491 940
699 25  798 -103
283 -1548  348 330
-205 -32  -568 124
268 644  443 -734
-273 756  -193 -934
-203 -268  -684 640
7 -193  -217 -803
277 618  892 604
-144 -567  439 -792
-44 -403  -712 -99
88 597  327 -374
19 -251  395 -109
528 -264  -559 394
592 -968  -344 -450
358 -265  781 112
-323 205  904 390
571 -528  735 -918
269 273  25 483
1166 424  -178 -174
-48 312  40 94
-543 -379  286 -592
128 42  707 -86
453 854  -128 447
53 356  398 -481
316 140  543 343
251 -407  -401 535
-201 374  -220 -243
1144 -310  60 -431
1018 671  365 -161
193 -318  521 -813
-407 178  -185 -393
-73 -127  -15 -223
-93 252  -11 49
225 686  659 0
-561 -403  -286 931
-823 -378  134 -792
294 300  -196 -91
-38 133  780 -675
-42 -1474  70 394
61 -146  -479 261
525 394  443 102
-297 -370  183 -183
730 -99  -22 478
77 -280  813 1243
-141 -118  228 362
-55 102  263 146
-826 -210  375 17
821 -371  404 -338
-1256 1056  -771 -236
63 591  94 60
-34 166  6 -523
-280 393  -600 -277
853 -280  3 162
136 80  415 342
-1102 680  227 383
-370 191  964 998
973 274  585 -106
317 665  -68 619
430 887  751 79
488 -474  -841 286
227 528  -283 -1134
405 -1302  -365 436
87 253  289 -538
233 416  72 466
-442 168  -768 1090
-249 -138  -177 -635
-141 -548  376 800
-148 -230  -1009 121
195 912  1451 -586
18 371  -207 761
-165 75  527 789
604 364  621 96
-346 -148  180 75
-690 -626  575 -232
32 243  -109 -182
-262 -167  -27 407
241 1187  -999 219
-509 -644  -1381 -27
-378 -661  94 -207
3 -388  -15 -93
445 -53  -118 630
-316 -270  437 217
-1018 -59  -737 420
524 -300  124 -118
-793 72  1039 564
695 -695  650 1566
-7 -278  383 -136
-451 78  -378 63
-198 -469  561 -320
285 617  -58 -157
113 -248  518 -54
468 361  -907 69
-524 279  -342 -928
156 -128  -52 -87
137 -193  -136 2
-755 -249  -63 -545
413 1018  -465 130
-298 -192  -611 498
-142 270  1154 -176
399 220  -194 -226
-513 690  377 -882
-533 -15  -660 -847
213 -857  -650 710
-195 444  -619 233
543 165  -4 121
243 -388  -890 -797
-437 245  333 121
-389 23  -413 108
180 -177  -812 -86
582 607  1353 584
800 -353  623 438
-168 852  670 702
295 -200  -595 -210
-139 1267  108 138
-181 407  95 13
-248 93  322 -106
25 220  -410 -979
-550 -185  437 5
44 894  541 124
-87 -232  322 67
177 427  121 376
-181 92  412 -115
-607 720  -294 189
945 -628  -345 -611
-548 -102  1243 822
-209 591  458 72
60 -1124  216 395
-294 -198  -160 -185
-362 129  -737 -61
249 -432  499 399
703 -910  -524 459
-132 462  501 -958
-391 488  -386 -793
259 -510  568 1035
413 242  137 -72
280 590  -139 -416
-575 498  460 -124
-260 348  -150 446
-500 1099  -266 -163
-783 -21  260 127
-1143 17  -60 486
924 29  -688 -29
280 439  -693 -447
853 116  -447 -344
386 -513  129 401
306 -578  884 324
-661 -158  132 -38
1122 574  110 -231
616 -507  -48 59
-461 -290  113 -1014
552 -432  177 534
-587 -245  164 487
184 29  -378 722
49 -508  979 -281
403 -831  105 -301
-166 -434  290 195
-154 -70  468 311
-394 -3  -202 1125
-623 -293  -465 392
-1036 -246  136 649
397 -488  -145 449
-468 5  -833 443
-514 -582  -1100 -175
507 -1081  356 -562
-17 115  -271 301
110 535  -977 -747
-230 -858  -296 -1245
-959 680  569 204
81 -963  37 -602
-178 1408  -104 -101
-475 1034  -67 -529
768 100  43 -266
247 1125  -310 237
146 -465  -891 535
132 -124  -192 530
-442 -821  80 -371
-517 -389  -465 355
160 218  -191 447
801 447  -961 235
46 381  -975 526
-301 288  -218 -109
-864 166  -254 556
-1267 358  -743 -347
-826 -985  97 -35
45 324  314 -125
386 97  462 -787
-289 -624  294 796
135 -242  487 -644
9 134  -290 502
63 -614  -1148 362
-236 450  102 98
-15 860  416 713
788 -308  -187 551
-751 1122  130 -170
1205 180  -561 -339
631 -741  366 -9
-1488 -127  -185 168
375 561  289 -153
-538 476  -1287 13
420 319  -156 -527
-105 -19  -517 -262
365 878  -625 -684
1176 -514  -508 -126
-170 100  -1034 -552
442 250  -172 -33
-85 -46  -703 -838
514 -790  356 -643
-17 -197  251 -445
353 83  -599 281
-176 -223  -116 -738
-142 871  276 757
-70 385  -512 -1163
-235 -142  165 217
-723 170  -526 -147
-162 -452  -179 498
263 82  309 -383
277 307  708 107
1157 1046  834 773
-437 -364  -753 550
-581 254  195 -692
-259 23  -560 -264
-148 -329  -784 389
265 -537  -320 -480
-80 -194  181 -82
-832 -566  -409 404
27 -761  379 -7
-237 -1022  31 -862
-433 -465  663 1141
519 -878  1622 -71
-206 1154  -739 1053
-327 -81  170 537
-287 -180  -1932 -56
569 -242  298 261
324 -154  -656 -90
464 791  181 1072
885 -177  390 497
530 -2  -29 757
560 -914  128 48
10 495  -34 -174
991 58  -171 164
-496 -795  699 -932
268 301  86 -720
-43 -97  142 2
-29 763  534 -194
15 790  -457 416
-716 -288  -1109 813
-533 119  503 -499
-415 291  -704 -285
-273 13  611 139
-107 -600  -217 -374
-438 317  130 811
241 707  -614 -217
466 898  -185 -593
305 142  -263 130
-162 -615  727 -478
314 536  461 -255
12 -68  126 69
-169 -958  238 171
197 -615  -565 1100
-442 -752  105 -10
152 392  -962 -284
58 484  543 1062
-553 1070  -611 762
-627 -228  -389 3
406 258  219 77
-496 714  -90 -1131
417 254  -202 289
760 427  -529 203
-471 -552  -47 -745
-297 1005  -481 -321
361 466  -700 -336
51 -214  -897 10
36 -159  319 56
294 142  -511 -384
103 81  563 -90
-420 1191  -775 884
-89 -253  432 -360
106 -1085  -378 318
-712 758  -899 -412
-119 -303  -48 303
100 -168  -226 850
349 265  51 848
48 -1052  -210 297
163 582  57 -249
-238 -116  266 219
-1031 -545  655 648
675 215  88 216
373 801  489 -332
-93 -383  -106 -126
378 332  -847 62
56 640  -125 741
20 -257  -398 -60
-147 -429  -703 -28
247 -43  600 -330
-585 -724  617 58
-343 -161  111 -94
-258 348  59 193
485 -574  -508 931
136 -934  632 -352
51 375  676 -419
-194 888  -833 -591
604 -400  512 -264
163 1061  253 825
-658 -369  -447 -35
113 -213  -337 -146
1004 224  -633 534
264 132  49 58
-937 -627  295 -461
-545 -81  -410 154
-315 -45  71 416
58 122  -301 54
486 280  -1 433
-1169 185  928 -3
-751 689  145 -707
-515 444  -1185 251
102 -82  -290 -310
-8 242  -503 223
-207 -97  -140 -342
307 -232  103 427
-90 234  550 -224
744 -96  283 141
399 336  502 95
322 618  169 -68
740 -2  414 470
-261 -653  14 8
-685 5  -558 -276
-185 -491  63 1270
187 -542  49 103
610 -121  -13 1135
-125 448  187 -96
748 422  -244 252
-179 -128  -57 -167
-550 659  55 -1141
-1223 -34  -98 718
-482 927  -470 159
-81 92  -813 -191
834 262  16 -4
-654 964  51 -189
372 265  25 -139
-1303 -179  255 -828
783 580  -609 8
-509 -23  -701 -180
-220 -580  -93 -144
-209 276  345 483
383 204  -38 -427
137 847  -317 41
-107 -9  -491 -211
137 59  538 -839
-376 -611  145 541
526 239  -1027 -263
-129 132  -869 -419
763 -806  537 -186
-598 -584  -47 -398
643 345  441 -417
-746 483  -253 -222
304 624  -327 -553
-457 -465  137 -258
799 30  -270 -196
350 -115  -247 -414
-18 27  621 -540
74 -123  155 -815
-449 404  728 -528
-610 -433  80 -164
396 -428  30 -1
550 1095  -529 -170
146 -99  -265 561
459 485  -500 446
-534 -165  -113 -532
-1285 -640  65 -217
316 770  349 -271
-65 320  436 -111
-379 38  492 591
313 -373  374 246
-122 690  274 653
-482 -148  872 -31
-708 24  -35 380
-38 -263  -4 -179
484 -216  423 -288
-647 -249  -145 -356
308 1036  404 294
460 35  -610 823
611 -771  -662 -339
459 42  865 -629
784 210  -151 86
-175 309  531 428
-342 8  -8 -161
789 -83  -412 17
-242 -286  1396 383
-312 1104  402 -63
-439 -175  595 28
264 738  540 946
-157 186  178 -476
-113 -113  -1167 557
-704 -688  -89 -277
440 543  152 632
19 -695  -358 238
-811 569  5 -345
459 -125  -541 -334
-53 732  4 655
-434 593  -462 125
-140 -238  1438 -243
124 -93  1245 280
-187 -683  -350 541
-623 -229  -295 124
471 206  216 308
649 690  -1205 463
272 121  197 58
-1041 -310  -684 -479
994 274  266 -207
387 134  285 -1079
-355 -289  -1529 -331
-392 -266  1018 -39
206 200  -484 130
-112 -1140  -297 142
306 -722  -372 935
-88 -568  86 1308
117 315  -161 766
333 767  -1480 -394
819 300  483 -718
-620 -7  36 371
-379 -483  591 90
65 80  136 341
164 401  -497 -457
-341 467  -431 1026
-17 916  608 -720
-591 -406  -490 866
-1444 1024  668 194
-223 18  346 279
-614 -351  -16 233
-561 -117  -668 351
293 316  -434 350
-476 -234  -431 -717
-660 693  -544 -805
-1487 -64  -144 702
-318 -898  359 -569
-636 330  -951 -455
270 -624  411 -912
-821 -132  1128 219
34 341  47 209
-634 557  610 252
251 -192  -1009 -272
-993 -437  760 -203
-389 346  165 -164
-715 -462  40 43
290 553  169 -830
-785 -607  105 -43
900 -945  -3 -468
-432 585  447 35
-192 16  121 661
141 -541  -535 -65
155 843  -34 5
376 703  -86 318
295 -882  123 -102
300 226  -44 -44
-169 -103  177 9
-44 575  -349 -968
-115 385  -113 182
-40 621  601 -596
-178 168  -643 1423
769 311  377 -268
-568 428  371 -319
303 -974  -759 -640
-544 -465  90 -101
-60 -373  -721 -190
9 -880  -866 -701
-1249 457  -472 -760
-464 206  -125 -1366
-74 124  47 685
1078 -31  370 -355
820 -332  341 87
-1176 -458  897 140
967 114  34 -87
244 -339  152 -263
-464 36  -295 -24
681 -550  -209 451
532 -18  -85 1029
686 1382  -705 389
1082 -769  368 -85
-257 -791  -228 34
608 744  571 -950
-140 -386  -119 -468
348 -232  559 -293
-62 -97  -165 928
88 289  -275 865
-353 -276  -349 463
600 370  -296 -169
23 262  -97 419
643 374  -777 -795
908 623  -122 353
-94 -108  -456 -155
294 -210  -460 113
805 -246  -263 -70
103 -67  -430 -212
12 158  -960 1100
389 703  -78 114
-401 -286  588 329
-389 -293  -654 -105
11 811  149 -289
625 267  564 1092
-481 128  73 184
323 -683  -53 604
256 -1019  662 134
-271 525  -320 -20
432 -39  -390 -261
-365 -213  -486 809
758 341  -113 -357
-327 116  421 -471
-344 841  315 -31
760 313  347 127
-566 -440  239 -7
573 694  -156 -546
349 112  -453 588
84 -258  -78 -123
-18 -177  9 -199
924 328  -240 773
-508 542  -129 282
-105 -404  499 574
998 468  -656 41
-431 -210  1254 -392
777 -227  1044 -373
411 -61  -338 196
-83 -1147  652 740
-47 35  330 -708
705 -201  -151 581
-157 269  -247 369
-686 -854  486 185
-272 101  788 -772
-509 223  26 -923
79 -407  -291 149
-346 -232  422 2
-251 -258  133 -682
-11 72  -965 -1219
280 5  832 293
405 146  -642 573
-1016 107  197 860
1281 -279  436 467
-65 -311  -367 10
117 456  -400 252
70 561  -1208 155
627 302  272 579
-237 -1372  758 -471
-466 202  796 -909
-497 -638  594 -446
-354 96  -774 604
-782 -384  -703 -652
563 -347  -41 -663
94 390  -80 222
-461 470  -138 -616
-100 761  -98 39
357 258  739 -157
359 -36  -512 -823
710 688  180 -13
-105 47  1039 -510
486 -290  1946 238
-282 1007  788 -720
-743 80  793 128
454 662  422 -386
357 -612  -288 -441
126 1751  -225 -751
173 190  -52 408
-189 458  19 -23
114 -311  -112 169
-1750 811  -593 849
851 837  308 -160
606 -229  600 23
-151 -488  207 486
371 -1032  251 627
-279 -34  -23 31
-2 -63  473 -121
-104 -44  -421 -262
-409 260  -936 200
-606 -257  498 -86
-370 400  122 -225
265 -1037  247 393
-671 -943  364 0
213 -546  -944 -106
382 410  -320 711
119 571  254 222
-160 662  395 -577
-917 933  68 -159
569 -960  490 -305
-505 805  237 222
422 369  -180 -594
13 -579  60 -376
382 -273  271 -146
-6 -1116  -431 208
-3 -527  325 72
-921 -119  217 417
-268 -304  -146 -251
-414 409  -97 -584
757 205  584 -211
-355 -101  -387 -161
-289 606  -152 169
630 -939  339 -396
731 -740  167 308
240 -200  553 986
528 714  -21 292
-75 -31  -20 529
982 826  892 514
-994 685  -161 119
1130 212  46 2
-362 -126  -217 -249
546 74  885 -24
800 532  891 -106
-43 41  -330 398
539 263  -323 -614
83 793  335 580
778 773  -328 256
-180 -459  103 -401
361 500  -1208 701
-170 -120  -195 53
-69 -49  282 701
375 465  -154 550
212 -744  861 -401
-659 617  17 -257
63 22  -66 -323
8 665  176 -1332
467 -550  -116 -143
480 49  197 284
484 441  -318 779
302 -397  390 346
-994 683  276 -175
190 -89  -304 -191
-842 566  -223 12
-681 -631  -698 -657
532 298  589 -133
-681 -124  -68 560
633 -451  -553 -175
-406 789  284 319
-1138 197  307 -861
261 -744  80 311
-739 698  16 -191
-43 261  36 116
323 296  270 -584
-14 158  581 -71
-235 247  526 -38
439 436  -1105 71
278 -145  -64 -370
257 602  231 246
497 -429  1336 547
-12 405  759 433
459 348  -517 33
287 36  225 -193
-81 54  362 630
-478 369  685 329
-211 -155  1168 397
997 226  531 1010
-310 513  -88 1055
96 -1229  -378 833
-169 -510  516 -163
-338 -980  -123 -843
535 229  -836 59
441 893  -84 -335
-560 -334  767 -538
827 1085  586 -443
-322 801  -63 -748
-151 178  3 -3
-148 -399  451 -735
-217 523  -144 851
274 -420  150 -328
-544 313  -279 -1808
-207 771  638 644
-468 -462  168 569
-579 223  593 -338
492 -366  164 85
-226 799  162 562
-653 -612  -25 1325
264 579  238 323
342 -138  596 154
104 -973  193 481
116 417  -229 -836
168 -155  647 96
-120 -399  -523 -382
340 440  644 -1672
-299 848  -681 345
-243 -166  -1101 293
86 -487  811 -257
-152 1167  633 220
-1034 -387  179 -1071
-248 334  299 112
851 119  -113 584
-469 235  476 646
302 223  545 303
-886 -275  201 276
970 -563  -908 -154
-264 -23  204 -321
-382 -273  224 353
751 280  37 1164
-158 -201  -805 -33
415 341  -333 501
-460 -47  100 -290
-472 -88  -161 199
-737 -364  1070 -193
-522 -399  122 356
-198 -49  829 289
529 305  894 162
82 -110  -499 469
-882 -467  158 -336
634 426  81 -127
16 287  1186 803
1043 282  768 240
337 -616  -277 -661
-136 -155  -611 518
818 -246  735 28
245 828  -323 537
111 -219  -368 375
466 85  464 60
-112 -332  -659 -678
723 -127  -184 -95
146 103  -39 1262
-171 -258  -31 -361
655 -119  -162 301
109 -284  -644 247
707 -432  -57 -952
-636 326  -83 -44
-5 -811  -435 -728
781 -551  -139 58
-183 -461  426 -672
344 192  64 -533
-685 -411  790 -373
367 829  658 429
617 146  292 -507
382 -901  -252 -182
-87 245  -669 346
-132 290  -166 -451
-63 634  -449 535
-5 -7  338 172
43 381  -1100 -260
235 -387  1407 -135
-117 -490  -349 -462
535 645  -663 196
201 473  135 343
-54 286  159 -391
103 384  471 560
-849 -266  234 1073
-109 142  76 -199
-474 -301  772 -52
481 866  603 -411
-145 105  6 712
743 -153  -666 -481
-98 366  234 -82
-509 -489  -75 19
223 -54  -171 -873
72 -291  63 -485
428 742  417 87
-175 -118  -346 284
250 855  451 479
-332 683  646 -132
639 70  -346 1033
-70 348  286 -478
620 565  189 48
-601 236  -916 155
-289 1006  506 -693
-44 -135  -336 -130
-31 -145  -328 -128
258 254  608 -948
-1391 71  -467 -589
-101 380  1561 -134
85 -296  -412 1117
618 936  406 88
-190 110  -133 333
596 -11  128 457
-467 496  -181 37
297 218  -131 41
-322 -281  600 -134
-1393 -494  -588 302
-291 -119  178 -96
-242 -68  311 -1223
1370 492  -124 -482
737 828  950 228
-711 224  -500 566
-645 -407  382 -151
-562 -1099  -330 659
495 -135  -602 252
-245 648  221 -176
-224 414  247 387
208 62  -812 -881
464 -162  419 325
310 67  508 -176
-458 402  -41 370
205 195  -433 702
153 728  109 490
1004 261  743 -221
-192 761  -787 -323
-110 -487  406 1213
528 -45  262 -130
-251 -355  681 44
309 -704  -189 44
112 -38  960 -156
428 -220  1005 28
445 147  611 -659
-209 38  -575 674
-28 625  -117 123
345 983  -201 515
-379 -523  -409 517
69 -498  616 857
-586 2  773 -693
-96 -121  -926 355
600 649  435 82
-405 -124  265 -278
260 -1225  626 -117
492 -495  757 426
56 -338  320 180
560 -1047  -134 59
-78 8  149 -1043
169 15  -590 -251
780 -195  126 -357
1025 -164  -412 -114
-308 -342  -631 1002
-446 -589  426 -230
-396 -645  -395 502
-843 844  523 315
-191 155  586 -33
-144 350  -511 -39
-209 -490  -726 172
174 532  -470 -631
-237 -88  1113 -367
163 334  607 466
-155 -269  802 996
85 -740  660 -458
-7 71  -395 -19
-215 -1057  206 125
1344 -293  21 -82
-425 -229  382 -392
-665 -436  -60 -588
355 129  855 66
334 -5  240 677
-69 208  907 624
-9 -122  -632 -518
-443 616  -84 181
270 232  -615 -275
741 -301  500 -620
-467 55  984 115
1141 146  -93 34
-409 571  -354 -35
-753 60  -236 602
-479 143  383 1085
166 -88  400 -182
479 -145  -1141 -100
-520 -896  -298 -596
-815 -610  -355 478
106 -612  -509 69
323 -555  776 -133
594 -537  28 726
72 471  -213 259
-185 467  1153 -122
-259 -95  21 -549
-114 -828  258 1494
-537 155  -206 140
90 50  85 959
-73 393  -1038 495
144 -142  799 -642
380 -904  -14 102
-284 -293  -181 -131
751 -75  -1085 354
274 798  713 163
786 53  427 -713
-394 -1062  1556 -188
-717 163  -194 456
753 -568  -1180 -335
729 216  462 385
490 -275  654 -501
-79 -687  175 -101
-391 -232  271 -191
57 -842  79 150
151 -684  104 -179
-208 258  278 677
401 -538  -814 564
501 -239  688 315
-132 540  497 -127
-369 -114  -533 -168
364 95  40 344
420 -173  -350 -58
-835 11  35 24
626 421  224 -755
-224 616  443 764
441 13  17 -14
-683 267  427 88
638 933  687 234
322 -632  -209 -475
144 385  412 -863
413 -98  -564 548
-982 36  258 -30
423 585  -143 932
-48 3  -264 55
-796 593  -31 723
372 324  -567 -86
495 280  1283 -232
183 812  -288 82
