379 -375  -233 -500
-27 -94  747 -126
12 -282  9 -352
-250 739  768 -528
-943 -49  -236 -85
-412 -1026  -1253 105
381 -115  -497 272
701 193  -563 -560
447 -25  -537 64
-747 -767  1164 -1076
218 587  -70 -673
-88 -302  -7 234
-85 -186  -1384 -200
-984 -48  -183 -532
632 -379  -992 -208
72 583  249 -533
550 245  -38 -244
805 592  -144 -471
627 221  359 -177
182 217  202 -461
-208 265  -636 -168
-157 -374  -541 206
577 -549  -239 -1208
415 -435  -138 -296
-621 -482  -1 -114
78 -183  -445 330
51 265  -738 -525
266 -215  -267 -490
262 -695  666 -287
466 523  -438 -351
299 463  547 634
859 -253  350 -238
578 -1197  -107 -724
-165 540  131 1131
-118 10  -160 642
-73 113  444 593
-1662 245  -559 -178
-823 -133  -187 -257
588 86  -328 298
-294 27  -100 1075
644 755  690 770
1077 -495  256 -102
-438 -523  -115 -301
-781 725  -903 -206
596 405  -935 -539
-427 96  0 626
116 336  125 -821
-83 396  -1034 828
-102 -714  69 -961
1064 -403  851 1237
-93 -668  29 -867
592 -187  259 -226
-656 -102  735 430
-61 -372  204 263
366 563  -609 -801
769 23  -425 -554
-233 -183  1692 827
35 -67  814 -276
979 483  -926 -425
509 -1032  -1068 263
384 164  631 145
1106 180  -27 -163
-297 -596  498 -120
-742 272  -53 -142
-707 269  -244 261
105 -663  -684 -107
423 160  -668 -959
-130 489  688 -579
-120 -72  -395 251
-125 722  90 -834
847 455  -429 -173
4 -399  615 -83
-61 -817  602 -253
355 598  -19 412
-783 -269  274 -1162
-547 -842  -283 846
281 -197  -332 86
-1454 -841  294 204
-424 -63  134 -527
341 308  -220 -283
-839 -393  -577 -984
-691 -941  -451 233
-188 573  -259 361
236 -809  -170 503
417 135  -57 73
386 117  28 819
114 290  -531 15
498 580  470 270
874 186  -951 -60
-178 -88  -469 -638
189 -175  -63 -143
695 -296  527 -980
-635 -603  -394 64
439 -212  -186 1473
365 557  596 -141
538 -387  502 -573
157 -78  -267 -102
-178 1186  741 912
-59 1149  272 119
722 1023  109 -751
227 432  709 -1
539 149  -84 373
450 152  -82 -76
173 -8  525 406
243 -373  436 -411
-487 925  -217 1126
566 652  -486 634
197 1117  341 69
260 -1402  -266 83
422 -771  -1095 -739
174 -519  210 231
-135 697  -426 414
13 -52  160 72
148 -374  -720 868
-857 -241  715 376
-601 -408  213 -31
-292 667  -53 619
74 -1397  877 494
-64 -591  -357 1095
801 -1475  16 -430
-1219 506  68 306
-128 520  66 -202
55 28  510 -524
-464 -88  412 65
251 -183  -952 -488
-550 -603  -336 311
302 804  -624 26
-649 344  -456 62
637 296  96 120
-643 -331  50 -369
-34 -674  32 -35
-1023 -833  298 42
-9 -1278  104 466
575 -425  -469 -336
-176 -854  535 320
708 1024  876 192
409 -7  329 548
577 -593  571 79
153 215  -66 -265
-257 540  528 -323
-570 -211  700 200
226 713  -197 -23
-967 869  -123 473
761 316  141 220
-126 315  147 1099
-1047 1236  -365 125
-738 1049  -307 -1059
730 1055  -549 64
2 -341  703 104
105 -659  -537 36
70 40  500 488
2 -689  1177 -10
73 315  -1184 -392
636 -290  -808 -16
661 -811  -971 367
440 -501  -192 532
-62 191  479 319
-78 261  3 256
936 -102  105 58
531 197  742 -562
-145 44  113 -445
-708 1107  180 -524
577 -124  -243 736
-230 595  -272 245
309 749  -369 456
642 -534  -807 946
-50 231  339 -168
528 305  399 46
648 -315  64 -615
-849 11  -566 -379
569 83  -170 1116
448 -3  -45 19
-90 -359  69 215
120 452  812 -258
910 -90  567 -726
1027 -14  -355 -431
-198 543  486 -818
272 -355  -466 75
-638 -775  611 -666
100 71  -453 43
301 -124  -1055 -212
-381 799  136 721
701 -777  -163 570
-592 -465  -450 773
179 834  159 -818
-23 785  -106 1074
-777 202  50 -44
231 -546  -804 425
148 55  -744 -445
-108 -338  -876 822
-322 -79  -148 -137
244 -253  -685 236
215 -707  -165 861
-909 -100  -1334 -128
-65 -338  -655 527
-315 557  -320 -531
-523 7  510 535
-394 244  -493 -429
-426 60  277 -67
-756 -367  -338 678
138 -99  1055 -362
-183 387  -30 306
586 144  658 850
222 -501  -691 -217
-643 194  -1379 823
46 209  521 -65
249 322  535 -352
-172 -196  1014 95
504 481  325 187
-463 108  353 -372
-134 -669  -321 27
-751 146  -445 -91
79 -540  -711 312
-422 -160  -363 -338
-1059 -316  845 264
441 351  348 -79
-390 1125  -1112 67
-1034 -561  -530 -614
-30 234  34 -511
-142 -303  388 -268
410 -552  -932 153
-432 605  442 419
-251 -196  855 159
-224 -534  -2014 362
190 -116  -656 663
-1094 -60  -972 326
-565 -619  -26 63
186 1431  -567 -655
-1066 -685  33 -541
-6 -1069  -206 127
51 467  90 555
452 465  255 -96
258 483  391 613
397 1265  -14 18
-782 -82  -52 711
321 -546  -415 505
498 634  -44 72
151 -580  -229 75
-126 -138  -553 -30
-687 390  -39 537
189 87  185 -1134
261 79  481 347
519 -775  -135 462
-374 382  867 -231
-677 -294  -103 102
-599 294  -337 834
-575 -129  -789 594
-719 -516  -36 1424
-1588 889  207 35
335 -1174  -236 649
-573 238  -523 -861
-302 -148  196 247
122 -880  267 -580
-177 123  -942 295
-315 1000  -114 1376
493 370  490 215
479 361  41 7
241 275  509 951
-669 128  -200 -702
-241 433  -678 -699
555 -363  341 -688
-908 -464  453 -119
-166 62  30 90
-555 -287  387 -353
581 564  131 -358
393 705  -396 -576
-994 307  -300 506
-709 418  -128 728
-72 -484  186 -88
-704 273  -213 -376
-313 1380  -231 308
-284 325  -917 545
151 -99  -772 387
-35 -55  -767 -6
-383 -612  436 367
379 -493  199 -660
-1057 -685  -372 777
-743 107  -172 -527
521 222  9 636
367 -32  991 -131
-541 -265  442 152
203 -143  -282 278
-225 451  522 -842
140 -980  -275 -11
948 538  186 -619
-502 423  -642 724
-760 394  -437 -105
286 796  -726 810
541 513  -488 -886
-489 -233  -846 1079
672 426  -752 402
-1069 641  659 222
350 -72  -159 -153
496 50  199 405
315 101  -655 354
-282 625  -198 431
-15 -102  774 -15
17 275  94 128
264 884  -220 -404
221 278  -486 -444
319 693  216 -143
-653 -208  618 308
395 770  514 -101
698 1006  -195 -1089
-428 232  -55 267
-197 126  -628 255
388 -418  328 -1046
511 559  -201 -337
-776 -428  -1190 649
-96 -520  137 377
-506 901  99 38
-290 145  -579 370
288 59  -163 -576
-56 825  -235 -191
-909 -493  216 125
-139 406  -574 249
917 -624  137 90
718 503  436 10
886 265  285 255
809 756  -399 180
-428 -160  498 -500
-414 -77  -398 -1041
-460 234  167 -212
-594 -430  7 -1390
491 -816  -14 -299
-100 -696  42 474
-1120 -284  70 -994
255 537  657 177
611 -141  322 -1169
-990 -219  -402 -314
-372 239  897 -427
-70 215  482 -256
38 -521  99 9
-862 48  47 -871
689 -362  299 -525
3 -137  -876 534
-351 -169  -38 83
-703 11  558 66
-520 421  -456 264
-165 253  535 -592
413 -38  -264 350
-615 -1275  -374 -547
1033 -1058  642 157
416 -822  -375 -933
-280 89  -96 494
-62 23  109 -426
-251 -255  -316 -1149
896 -208  -424 -237
-1274 994  126 -195
-398 -230  769 805
160 -80  295 -752
-575 -601  -334 264
-587 591  326 -1
-811 -350  -294 554
670 -115  318 -482
-576 1195  18 316
582 -418  675 -248
-151 -247  439 332
36 -418  -14 -1711
269 355  963 -514
115 130  -2 357
192 -152  -786 -1050
599 92  -974 -32
-1344 150  662 291
-61 -500  20 92
-235 -208  645 105
138 -548  -632 44
909 139  -321 -217
-19 243  9 330
-27 -578  463 -55
-504 66  158 -211
-30 834  807 71
-648 683  -473 -142
504 -31  24 207
144 -348  162 -31
21 556  691 352
236 28  542 458
891 -392  -97 610
-357 -685  71 41
-682 -724  -445 499
463 -309  581 -109
515 628  -221 -367
464 96  -194 -220
-540 673  -511 247
-161 309  528 74
-773 176  -426 -542
36 981  190 -839
39 442  -488 751
-277 -701  -550 -232
-401 -141  -282 -1021
-656 -58  613 68
-194 379  -252 -493
341 -20  -837 -279
-854 -563  1082 41
-53 577  169 -602
619 235  1028 1144
-41 -920  518 -277
-1074 1436  233 236
-310 -625  579 553
-51 -929  189 -180
539 186  -125 572
-635 697  -124 -701
-967 -153  -41 389
-187 812  -189 -255
-320 -490  704 -127
374 453  740 258
-41 997  335 -618
-263 -1057  -788 298
-111 -157  -503 779
-658 -174  503 372
-95 -93  354 -881
185 155  497 337
735 -30  109 -674
1069 -590  777 1617
-697 392  -906 546
219 848  533 -139
429 -546  91 800
-937 -789  -114 355
406 559  682 264
222 -76  -1336 644
-1279 -8  276 -1145
519 -570  -926 419
827 -721  -174 187
-140 -498  -586 790
-850 -573  730 16
-274 -472  163 147
484 10  -390 349
-424 -182  -514 58
308 -542  -441 1
178 -339  787 -102
-519 135  239 -643
-773 -264  -985 -61
-1296 116  747 157
355 -406  -374 157
-542 171  -189 55
-501 -400  454 104
784 668  -189 651
-794 755  -469 548
30 574  106 -339
163 116  -1176 -165
425 758  144 -305
-386 119  -274 -200
356 558  333 154
-1849 -335  -552 -574
-142 -277  -318 -144
174 -119  -471 -577
-93 1427  -235 139
127 78  68 -201
339 -180  -1164 178
-902 -139  907 -395
1002 264  164 377
-5 -389  1443 -227
-505 -611  433 -441
-737 40  -943 -252
216 11  353 -47
-442 91  -428 708
-957 104  -277 -94
-260 192  -39 -71
540 -185  -277 909
323 50  -541 -29
154 483  -774 -84
-675 85  35 189
-14 1045  -143 -407
397 -9  283 290
-424 245  -31 303
400 -530  -715 1680
-210 581  -255 1186
252 335  -910 778
39 319  -457 477
104 -376  -419 232
308 -304  -20 496
-446 554  -659 -223
-1006 452  -377 -902
-1104 -370  -1088 5
-1097 -568  278 863
166 860  248 419
71 800  -637 451
-197 -113  -416 -317
-444 285  -1079 -405
474 1497  -146 520
637 432  -129 -830
-838 83  896 -573
-388 -90  -513 141
-265 -1232  117 -18
-113 -454  234 519
230 -937  -168 -988
1219 -283  714 -65
1178 -412  514 511
65 -222  -475 147
278 63  -641 -146
-361 81  209 523
750 -194  306 -264
526 266  -133 20
168 -442  726 -520
-413 -147  583 -19
456 -531  209 -614
833 -1024  -5 587
218 325  -584 131
-248 -779  502 -1013
-546 -92  -810 1506
-97 602  -316 -441
259 401  864 -426
-906 685  -108 -751
-446 421  114 881
-230 168  -737 -31
84 -169  498 84
-296 -452  110 -616
111 59  -156 -229
-472 -572  47 -494
518 -671  -250 120
-656 -623  68 758
-444 -235  1143 -196
-486 -1169  -631 -139
-372 -257  765 714
261 285  1223 -390
437 -1656  -69 271
392 312  321 -1368
-105 538  -69 -507
-148 1118  357 -400
800 -374  466 -180
20 -1131  249 -526
-320 23  149 -503
-712 541  -140 1088
-564 4  230 -175
401 312  466 7
560 52  251 -13
-814 514  -750 412
169 834  955 1088
-265 -846  69 -119
-617 378  1097 -401
-839 59  960 -153
554 -160  -119 -133
1227 769  1037 -858
-477 91  -412 530
-199 388  -110 978
291 247  -5 -538
9 66  -938 -274
-236 -32  -522 133
-18 618  -271 147
225 890  147 305
-583 -220  -183 299
452 26  223 -464
-597 619  -95 43
505 518  654 599
186 -322  211 942
-572 348  -551 -595
-1703 52  -358 -765
339 -529  283 239
-240 703  180 -1058
653 -170  76 158
559 35  -17 150
-659 -66  -111 427
56 18  432 -127
200 -466  242 -687
-1061 -588  286 224
-580 -348  1256 -22
-16 272  -221 221
-535 958  202 -285
109 1506  -1039 198
322 -698  -43 -204
84 275  29 681
-976 -286  -203 209
-87 182  -54 474
687 -630  154 1155
367 -610  -1235 532
-320 -149  -518 58
563 412  523 -336
-534 -223  -332 363
-492 1101  -275 175
-331 -540  -394 362
-467 -438  -1123 297
-900 -471  -386 -300
-699 97  79 279
1159 -218  121 -141
63 78  532 -64
-399 177  439 880
542 -1155  1014 562
-466 279  -140 -35
-84 868  -995 121
-944 610  157 -504
-61 -725  -469 378
1165 -869  -917 71
-259 357  -463 -432
-686 -663  -450 -449
425 544  -521 -362
-546 586  154 -566
123 461  633 -7
-15 -212  -357 801
-179 -236  -218 1335
702 -734  -474 -422
-441 -483  -576 -572
-431 -67  -547 162
-601 36  1029 1301
929 -539  -1032 455
-271 25  -416 -96
253 -474  -431 594
245 723  -760 625
-1929 801  -591 -322
-682 722  -152 221
93 304  411 -422
-395 -683  348 -331
-353 466  -426 -379
-693 -834  219 -568
-75 605  -319 -613
-38 1215  482 30
78 455  -53 -864
500 -1221  309 -372
379 -186  -401 -780
-765 1314  -580 535
-501 -763  -242 303
295 1  -142 -405
942 -235  -772 577
-499 -423  157 -73
174 83  -293 1
1362 -188  379 -323
1 -636  77 253
-472 -386  719 1283
-354 -91  299 349
-504 512  -31 -674
-294 536  98 -127
-721 -1102  -669 1112
223 26  -833 -145
-717 -104  -459 -486
-248 -125  -192 -1018
229 384  187 792
129 -199  -384 -334
-221 355  371 62
1167 -552  1059 589
-174 -240  118 406
502 -246  -64 810
-68 353  -856 -394
579 -603  8 -386
-167 93  -301 873
-155 -368  571 -947
-176 -610  60 -585
-35 -356  -60 -1241
-199 423  -441 -600
-287 -159  5 -193
-481 218  -28 -943
-824 -1019  317 395
-982 -496  1047 590
-285 -11  764 -130
1059 -161  -927 377
300 -416  -136 -800
-198 -92  432 -267
-836 -477  -236 -524
-362 74  607 -384
62 -1098  889 792
127 749  304 -189
-250 722  328 -56
667 416  -1072 400
-372 108  -331 74
1255 62  -141 316
-560 -369  1006 -2
457 -173  -843 -109
-871 -436  -210 -654
-149 -1233  -601 -204
465 -750  -443 -567
-266 692  54 -500
163 77  315 -485
526 161  -323 -315
524 457  521 -319
-902 149  -34 46
-1061 545  -78 -696
234 171  -43 -77
-6 -447  1279 -500
309 22  49 -170
601 -76  -240 67
-213 -117  -334 -474
-526 604  -5 118
-524 262  179 -510
-843 1143  -426 -574
559 892  -441 185
14 89  947 -42
-327 1430  -336 244
-91 531  951 1320
433 -158  547 90
-278 -19  584 397
123 728  601 -495
-812 -352  -282 928
447 883  1 -393
-744 -448  -54 -94
-76 204  -322 -147
613 517  103 375
322 -507  447 -563
-525 -205  108 -173
-77 480  -802 898
456 -977  168 -544
115 128  386 -189
625 861  62 -999
-615 112  278 57
1248 -169  379 430
20 -37  101 -795
-192 -657  492 420
1166 -424  468 -265
929 50  329 761
199 341  199 876
-543 -597  -461 -407
-104 -69  -497 64
228 118  -123 245
934 -377  352 -400
-239 -749  -1654 337
159 61  1046 -671
189 -424  -157 -1143
111 -405  -454 243
-206 834  568 -578
-216 -208  -11 355
727 657  -164 -191
532 -73  872 -757
334 605  -39 1216
578 374  9 790
-277 -1239  -193 -634
649 56  22 8
-1082 -867  -311 -697
-227 337  -598 453
411 -811  -827 1069
-144 117  -166 -717
-399 3  -43 -414
79 446  -569 -427
-726 457  584 635
42 -231  -215 1143
-450 -267  -163 -490
-670 312  145 -336
-121 -90  -563 771
-160 -489  723 -759
-143 -244  546 -29
499 -927  -315 -666
-159 -880  -84 350
105 408  -213 236
-315 231  541 408
74 813  -640 258
25 -382  -139 302
-270 548  -47 -530
378 128  -156 94
666 -957  -678 -25
716 -403  -277 201
-303 100  -441 -779
-1377 -887  568 357
330 104  -56 158
-177 -747  -805 -122
-529 882  29 -592
851 -418  -421 -53
415 794  1107 -572
81 -8  -122 -265
-33 200  -508 102
9 -460  -47 -1
48 795  355 280
189 21  -84 -403
-772 668  880 -660
144 -119  -1139 -1086
-400 -1525  554 137
-403 -167  -601 215
94 -336  -88 378
333 573  113 -142
-382 509  -939 246
799 373  -452 -250
-844 -33  136 -802
-105 354  986 477
0 600  110 -106
-344 -628  -428 -131
352 -718  -257 -77
396 -869  170 -171
-556 62  842 -506
-212 -546  1296 24
742 269  178 198
462 -954  419 701
-46 541  1022 669
-143 -213  -65 -3
-40 -347  -308 -229
321 521  -1 -607
309 842  -166 -818
553 62  -443 -326
1075 268  -15 668
1059 -749  38 669
214 286  -739 -165
60 -469  -105 729
386 558  680 -324
-773 164  -496 -470
-316 722  501 571
537 65  -294 -313
139 626  541 -143
-309 -513  961 -600
-354 -465  -162 544
-329 385  -31 -988
229 143  445 80
365 -284  131 175
-250 -3  -436 38
-144 -245  393 -426
227 -655  524 -160
-596 -340  -480 -818
-677 526  604 26
-74 -122  43 -887
246 -138  -802 305
408 261  1183 290
-175 134  -669 671
432 -258  17 785
326 -40  215 738
-318 -133  894 150
561 35  -29 -73
-143 166  -302 -522
463 -18  626 -429
423 1181  43 471
-72 -676  374 240
441 477  -666 749
199 -196  47 -644
17 315  355 172
-119 -290  -502 13
-420 842  200 265
-172 953  459 261
-302 737  462 368
83 950  375 -1017
-210 565  -143 21
88 -160  401 1037
-619 31  435 -109
-50 81  162 -378
-423 -865  -455 -377
380 193  -128 -294
-826 -7  477 383
695 -725  -88 221
-129 -448  381 -1157
-380 -431  32 292
-312 837  226 716
-686 -31  -129 462
-500 -445  -267 -427
-360 885  -106 -681
-595 248  542 249
-120 -534  -1116 -212
-870 -234  -1336 763
-384 391  -439 329
-262 290  -240 949
-214 -316  -347 -157
-302 -25  -395 107
-238 635  -1151 -397
1063 -724  1542 639
-270 394  190 -432
433 -21  -380 -205
570 -170  104 55
166 375  -87 -1046
-243 152  199 -1360
187 793  -406 -332
-103 562  517 -533
-842 -1355  901 -296
338 -1078  -107 -381
-450 941  138 -737
575 -161  887 -441
-427 753  606 87
-217 592  658 -584
-717 -478  415 -1066
-59 427  135 158
-481 -667  -473 -700
-372 -104  153 419
270 -670  35 -522
-889 -513  93 58
696 253  -621 -24
536 -128  335 -462
599 -154  945 -61
-482 753  -274 -545
329 -428  706 443
-823 -251  -500 -469
-222 282  299 -202
451 753  -199 -18
115 -136  176 -3
-144 409  16 152
982 451  556 502
828 661  -158 277
287 853  -429 -19
-6 386  412 295
-418 265  337 -567
-616 122  -1010 151
746 -408  44 -218
496 1002  -533 -47
-335 163  95 -213
-383 313  50 -70
-637 -1370  167 -279
216 -804  225 753
517 144  -262 -452
-42 233  -193 -254
117 811  178 -1184
407 1346  389 -304
105 135  -366 -530
78 -823  296 221
512 904  310 564
621 1115  -570 -53
238 -219  -48 -370
149 -143  -95 -1130
-119 690  37 -237
189 -300  -996 199
-737 -234  53 -7
-737 -105  -199 1325
-728 -167  17 -986
62 44  80 -1201
41 550  505 219
-509 366  -640 -864
15 -19  -396 -190
437 1129  -521 -1061
-149 -271  -442 195
482 -133  107 -621
306 -723  250 -25
569 -868  183 -722
-247 -164  -97 -140
-276 -348  -556 191
-696 -397  185 -220
220 120  510 141
343 -547  -88 391
216 201  -295 -1062
-493 1015  130 277
-94 -307  30 525
-884 -184  359 -112
217 969  -318 -353
-530 -140  -984 -573
1073 -508  540 237
-625 -39  -422 -227
297 -1034  113 292
-266 -385  411 -152
460 -418  902 -517
-87 476  458 -180
-333 1008  1083 -1
-173 -324  800 -722
-780 -11  -562 -617
219 -603  310 331
-1176 596  381 -374
633 489  145 461
-1379 -372  367 53
201 174  -138 -254
458 -229  873 -792
201 824  -25 185
204 -439  460 -83
21 -407  93 -505
136 1198  147 324
-132 -442  -66 519
-583 -153  195 -1045
-130 975  131 -463
-339 951  -132 196
365 -522  379 -382
866 -486  668 -401
-213 -333  287 -511
560 -169  -952 741
-296 405  595 69
377 177  -446 -835
128 8  227 -136
398 82  -422 -407
49 -185  -2 -703
-49 157  589 -115
19 533  -322 -237
-355 -524  499 -416
-414 -484  1032 -101
390 397  870 -1100
201 -868  932 185
-1011 267  503 -555
471 1306  84 -66
-49 224  52 -562
-571 -151  -142 -240
396 -697  -392 320
-1223 -484  565 703
-367 -410  830 266
-197 304  -153 -233
-187 300  26 396
187 -159  -181 368
-766 -332  -446 -957
1142 1177  -928 86
-72 -1262  -812 229
313 395  -503 -380
-962 136  55 86
-285 -44  602 488
50 -523  218 107
-890 -726  439 -692
583 62  -489 -186
-209 58  244 -145
-60 168  -460 -29
-253 335  330 27
985 194  -549 -855
180 -176  428 97
-331 -276  270 491
173 229  -244 171
133 612  231 -422
238 338  479 5
-395 457  -151 -370
-74 -39  -759 -20
399 -166  -82 55
1078 242  574 76
-736 428  449 -745
-725 -393  -239 5
-148 548  -263 -742
-416 30  30 444
-296 -818  -717 -154
348 19  -670 346
-133 186  696 1146
579 237  -500 -386
-380 450  848 -335
-922 -217  -177 -848
383 683  -385 -85
-686 -265  826 660
-522 -251  109 -309
-128 180  302 310
368 46  -505 27
-825 -568  209 425
350 994  952 113
-80 -777  -426 -466
-94 -494  -360 -168
119 -1679  -3 164
477 -287  24 -283
218 -457  1404 -280
24 -1183  -601 450
-123 522  39 -1156
-331 -832  83 -314
25 -490  -122 -298
747 320  225 20
-718 -198  254 -90
-309 218  253 -796
1124 -743  -214 -380
-98 17  -454 354
-187 554  329 -232
498 -654  850 116
485 -1383  548 -5
-109 -1158  898 -763
-107 -255  -237 180
522 418  191 -250
-27 633  -709 12
-214 -828  -494 644
127 191  -776 -70
750 57  -658 138
715 -777  871 -491
-483 458  338 86
-76 -164  124 157
-235 -466  236 -589
-574 539  106 -515
1256 217  993 -292
-39 -498  0 284
305 91  -1069 292
-53 -610  -293 -30
-118 1509  401 90
646 632  -27 705
352 -44  -389 -168
-468 75  133 353
-50 432  73 763
-968 -658  -495 -651
221 351  -186 532
-218 151  -298 -850
-906 824  -127 271
-709 797  197 15
264 369  -292 -466
-270 -567  -33 710
511 296  -373 -49
-363 783  -224 -461
-209 30  35 -141
298 -513  -64 -1108
508 -445  342 -44
-417 -394  624 268
713 -33  552 -221
-515 368  -10 -362
-836 -185  269 -105
-368 -449  -258 1145
-371 722  723 397
1410 -596  390 336
-838 425  -408 223
226 -375  244 -29
501 -514  836 428
-138 -230  738 881
-269 687  585 -103
-417 243  -782 577
-94 -299  790 -497
-601 610  -77 162
981 -873  209 -502
-639 -197  -321 -481
-447 154  833 -1371
58 -259  -734 -455
-139 77  -485 456
369 -632  -255 -47
855 -660  -668 -297
264 -1157  -127 310
523 695  -254 -364
30 -266  -333 542
-324 -675  -617 -59
-813 -483  -437 17
-1063 -1159  149 502
-485 -130  520 58
124 500  962 131
-592 572  498 -380
179 66  -727 -277
1509 543  358 -284
-937 544  -62 222
384 -47  957 906
-317 227  -25 26
203 -716  689 385
482 30  551 -625
143 64  -233 168
-110 -967  764 62
-414 584  -138 693
415 -117  -277 875
166 -373  -277 597
530 64  203 136
-350 -156  -657 683
153 1165  -262 -316
1109 497  -294 926
-527 1182  -147 -353
440 241  -364 180
-638 432  -697 -573
862 1223  132 -752
-386 -235  1656 -358
523 -282  -8 477
369 -88  -67 -549
505 -380  -78 93
-503 -87  -145 -310
-150 100  478 -608
-618 300  -132 233
493 -326  -484 74
928 115  -652 -131
123 -1083  -517 -133
-110 -698  550 141
-9 -598  909 -70
133 -337  1050 58
-689 -771  500 -126
658 321  -246 28
-21 87  933 -1054
407 -105  -1208 203
-76 -805  535 -56
998 -497  568 167
-34 -699  -364 -492
-180 -1013  -912 1027
241 -126  -549 1023
83 183  -78 -987
-602 517  303 969
367 -25  18 -316
-371 -648  -406 365
-725 37  -331 -66
520 239  417 363
77 -762  -6 -225
691 120  -418 -77
1030 455  521 346
321 -200  -495 184
106 14  480 511
689 -339  563 -234
-430 1005  124 -371
614 394  -165 -398
-390 -228  -236 -110
-96 355  724 -432
-276 -320  -225 -305
-712 -616  -473 -718
-16 751  145 -644
272 -130  -249 -591
807 -561  234 -486
228 -389  144 -316
-117 335  -203 263
131 -378  191 -957
492 80  225 -848
305 -217  -672 -329
374 420  -1186 -287
167 424  191 -361
-1280 -1205  -451 -545
-861 -387  943 -140
-366 561  424 -69
413 -74  33 67
90 -343  -169 252
42 -579  -326 187
110 -1239  -214 9
-212 -479  1044 52
-1126 30  -659 592
-434 -1152  546 645
193 589  132 302
-699 297  -833 282
554 -348  -572 -74
-266 -394  -358 -447
-651 -101  94 -689
-84 64  427 233
280 -586  -461 282
-434 -54  291 -161
96 174  555 228
-403 424  -626 242
-242 -29  323 -131
-339 -111  1185 168
46 -128  -441 -92
711 -13  -366 402
34 159  -355 -30
155 653  576 -31
150 -103  1073 991
1146 210  -291 621
-93 -1294  -415 -257
198 191  675 -379
70 -56  80 788
-544 151  349 -1188
967 784  479 935
-366 -444  547 276
-268 520  -708 -237
-408 -424  729 93
-309 105  -406 -232
-336 438  804 824
380 184  166 -286
144 -690  -203 581
1158 108  293 61
-183 236  287 -207
209 -202  19 251
705 1  238 102
362 -419  783 705
306 584  674 865
-107 -160  -748 -25
240 386  89 -576
479 -386  -293 648
-120 287  -82 -793
-154 1590  -336 -310
-108 -31  -430 570
766 314  -445 434
113 25  100 -77
174 -99  53 -210
-748 -118  736 68
-62 -396  589 589
545 -215  277 369
858 -1142  -252 1080
-265 53  -122 -539
347 -47  -665 149
-164 109  -242 692
556 35  282 554
-100 4  -462 -424
-916 208  951 179
-79 171  -319 -321
354 -776  416 94
783 -357  -287 -427
537 887  -216 -227
-559 -219  -1134 -338
409 -90  -706 -609
-655 254  775 401
-354 435  -105 776
-321 130  316 -703
-1 -606  -257 163
201 939  611 -613
-342 -474  100 -413
279 -520  -217 560
284 -22  -489 -730
-451 -263  -169 -241
-335 151  -149 120
-499 21  -650 128
1155 -267  -84 378
-372 -462  453 -174
-271 -477  470 80
-352 500  432 -566
432 -414  -33 870
849 -444  157 64
-102 703  -2 -60
468 -620  434 -384
252 19  155 246
-34 -541  608 579
90 -421  -116 302
165 664  -836 -732
526 890  -491 -130
10 -589  -523 353
448 -52  649 271
-282 -280  333 -54
298 1173  -491 174
550 234  -680 -217
836 749  -263 -700
844 -244  83 222
-491 -783  327 -138
381 36  336 479
-504 975  771 466
222 -298  57 647
268 166  -242 195
414 -609  19 -428
-687 88  -1045 -502
-207 15  -361 -98
-582 -123  307 -1283
867 -218  27 221
-397 1356  291 987
487 -64  -1187 2
-126 429  280 -383
-809 158  -228 729
-591 -494  486 -239
-636 -191  -471 26
-170 285  -100 -706
-892 40  -486 150
283 -172  -55 -539
-231 519  -101 364
404 -531  -65 -1149
474 490  -1080 689
410 99  -30 15
-1132 569  -245 -950
-23 -341  -134 532
-61 35  291 -660
57 -895  -251 -173
623 -238  -613 721
655 1173  659 -400
787 -329  130 727
-996 -299  -605 477
-612 473  -84 -701
-62 -114  647 153
16 -656  -15 67
401 -33  -522 -65
-562 -706  -189 -334
-306 333  82 396
374 937  -684 -859
-103 -1041  55 1220
385 -571  -56 242
-55 927  546 832
28 478  -158 -223
813 15  543 -437
-45 -255  557 -883
406 -371  398 676
-565 -418  -299 -385
1054 -79  4 -18
772 31  -414 102
-219 -277  284 -954
-955 -624  -81 -289
445 134  523 234
678 -373  -2 -727
-929 -199  437 -324
-239 -118  -223 -519
1198 -45  803 150
711 471  -245 -280
-151 451  -53 -15
-797 1010  -270 -25
-115 1310  130 -67
156 -634  -157 -618
-721 -223  -775 -343
610 -251  316 -480
-518 265  -283 -40
-69 700  803 561
865 -157  -345 276
98 692  874 -154
-327 258  -1180 330
-1258 689  85 -21
119 1165  -2 418
-81 560  -609 -40
70 915  -331 827
98 804  -693 262
-545 1131  -764 -620
-681 10  381 150
489 462  865 127
-356 285  -169 -582
-54 -113  587 -237
161 -244  148 206
169 164  -359 -157
74 336  652 -229
-383 -143  194 -362
195 64  418 30
720 -752  -396 -458
-206 19  309 114
220 -481  -583 563
-556 169  -165 594
-99 416  174 -786
74 156  164 1050
-137 -81  947 180
680 523  223 443
-256 698  -506 -545
325 191  371 157
45 189  -566 259
453 -751  240 628
-332 -690  296 -583
-909 -906  -262 -150
-113 -605  93 29
254 -904  103 -323
-245 -660  -88 613
-26 259  -197 903
-546 66  -445 -430
563 -923  255 193
-419 -199  1304 817
493 -34  -414 30
538 409  576 -356
72 -110  308 136
-68 316  -176 544
304 -912  69 408
54 -895  441 -484
37 78  901 535
-67 -401  -564 98
-90 -382  -133 -350
-624 641  -691 73
