308 -4321  -17 -7365
1761 5626  3041 -3319
367 490  -1426 -2288
-4577 -3108  -1393 -1151
-837 -1157  614 1954
-165 2281  -959 -1811
1870 -664  -4750 261
2831 -2182  1853 5257
-1736 -3243  -4105 -572
-1039 -14  2174 2538
-3363 -1353  1558 454
1929 2714  -1649 -421
-2962 -2732  1545 821
403 -1309  2692 -1259
1054 -2481  3440 2724
-4817 526  -3800 -4310
-1583 3217  890 -4360
2159 1770  3534 -1054
-1915 -3585  835 1982
4406 83  -2110 -1662
-673 -4260  3904 4485
-75 -1817  -1937 -3828
-5023 3371  1781 -406
-3783 -334  -1486 2397
-3703 -1394  -380 8
2417 -5234  3183 -1494
-2075 4674  -4147 492
-546 -2967  260 -1666
-1745 -1588  -3621 2324
1255 1349  -2836 2849
-6795 -964  1130 -286
921 -1883  -799 -436
-1403 -1007  82 -712
608 3219  -1628 -2201
-5280 3107  -61 8008
-1840 -5778  -535 2545
5668 6798  -2621 -1421
421 1360  5000 -375
774 -898  490 -2171
-2911 4167  -1795 -2731
-2346 -730  292 -618
-740 -197  297 -944
9052 2745  -1095 -1057
-1170 -994  -83 -4156
1549 1367  -4166 -4216
1263 2314  2831 3193
-342 -6055  1648 874
-3652 2296  3043 1612
-2345 2223  2571 -1002
1155 -2446  -2361 -509
-4908 -4842  -875 -2971
-1657 -1381  -1076 2736
-3011 139  3 5226
-500 -3989  2623 -1386
2725 -3931  4072 -989
-2498 -176  455 2728
3782 -5488  271 -1302
3897 -608  1339 5300
-6391 2431  -3996 4431
4491 -7143  -1561 3755
2262 1685  -4931 4007
-2196 -2513  -2014 -1507
2334 1918  -4044 1824
4480 1459  643 -261
-3015 -2605  836 -1859
-2991 805  -1292 -4269
1035 4633  -4409 1829
2373 -3624  3091 626
-5002 -4119  -2489 -4028
-1724 -3828  1490 -148
1303 545  -5508 -2761
1588 -899  -1108 -4770
-290 -694  -702 -754
3589 -183  -964 -4439
-2102 3023  -37 -2418
2515 2000  -559 -5014
-3453 -3386  3294 270
5202 -4570  836 2474
1627 3075  -5042 -3614
882 2860  365 1028
-2126 4884  5356 -793
-3439 -5812  261 -458
4549 3161  2926 5142
850 5082  -3122 3366
-3949 -735  -1346 -3143
-4846 -1378  -1376 -817
3738 -1328  -1224 256
-3848 -2274  -2193 -4044
-2122 -94  1017 4653
2939 1612  2958 3709
405 4906  156 2081
-5812 -712  42 1171
2154 1985  -6899 -5334
2298 -338  2305 949
-6712 2949  3109 -901
-1651 3583  -5795 2467
-242 -944  -2105 647
-2761 -5740  3752 643
-4132 -944  -2619 -65
-3843 3853  -1890 864
-763 3324  5267 -4080
-1339 929  -1379 -5267
1644 -6409  2872 -1966
989 2859  344 -2466
269 -2691  201 2132
2399 -1850  4512 692
3752 -1127  -987 -2370
5393 -327  -665 8153
-3215 -3921  -2694 -1382
381 4773  -2774 -1622
720 2505  57 -589
856 1749  370 1269
-704 -5620  5547 3752
464 4359  -1900 -4900
1087 1459  -731 -988
326 -349  2654 -666
187 2266  -738 -1175
-4078 1932  -1957 -2298
1924 -1305  1128 907
1766 2103  -299 285
766 504  487 -2695
560 2643  -2414 1816
5746 293  1512 -756
-296 -5059  1930 -669
-2741 2390  262 830
26 902  1536 -1876
-162 -1851  -3772 45
-1314 117  -2441 -3397
-2571 -3188  280 651
3387 -1219  1026 -1337
-1478 3646  -3002 -3070
6131 -1098  -772 830
-2375 -1476  8736 1358
2866 3077  -208 2861
2945 -1105  -3215 -3611
1570 3147  -522 4090
855 277  785 -2854
-2767 4691  -214 -5105
-4596 -3644  -2579 -2437
3485 -1870  -617 1185
4523 555  -4248 -1474
-4774 -3845  -667 -183
3522 -193  1610 -611
3693 -3382  1844 215
-1119 1820  4095 4514
3166 2132  3073 -1816
-926 102  -196 44
3629 2274  118 -2764
998 3553  1062 3809
-3697 2522  320 1894
2885 5416  -6749 -1539
-2191 -2978  4032 338
-575 2933  1582 -1998
416 2676  -2029 -195
3718 -978  -1537 3548
-803 -1270  2402 624
-1520 3570  3789 -2043
987 -1262  1183 895
-805 1944  -1071 -951
566 911  1576 702
-5541 -600  -2725 -2046
2262 -1648  -5959 -4786
3258 -5596  3209 -2568
-234 -4957  -874 399
1588 2420  -2231 -706
2408 -4381  2111 -12477
1790 -1168  -2414 -7294
-1622 1563  -3730 -1559
841 -2043  -1246 -3228
-2538 2802  -2271 -4303
-1571 -1756  -79 45
3870 2627  -2169 -136
-2917 871  1589 -1848
2304 -2693  -980 1232
751 4960  -1437 -739
-2025 -828  -1849 -8474
-241 5  -287 -1797
4837 2401  1691 3896
-79 -3487  1804 -549
1553 4706  1354 4188
1358 -176  1720 -567
3187 17  -428 369
-4915 5632  -360 3526
-2753 -4124  -241 -1598
-3820 -6262  779 -1118
-1337 -699  -851 -664
2652 -1783  -1020 -1291
-95 -5474  877 -3925
2423 1937  490 1831
1561 6561  1119 -2968
-3569 2309  3986 6518
-4288 5918  5493 1996
-5363 -1930  -2031 -3731
-868 -2735  91 -227
2116 -666  680 2451
-1267 3781  -1522 475
-3827 1912  -489 310
-1519 -656  1984 -1208
2241 -5248  1008 -4250
1502 4654  1629 2144
-621 485  570 1779
-448 2061  -156 1735
-2363 3642  -1955 2419
-1031 -1661  -1137 -1515
-2189 2286  -75 -189
-3857 -5194  -2405 3463
-3210 1801  1132 2602
-4439 5248  4840 -2700
4972 3811  -1599 4033
-3446 -4926  225 -4127
-504 848  -5853 1256
2286 -829  -6332 -1982
-975 3283  -1880 -57
-973 851  -3923 -3370
4666 3728  3801 -244
2761 -4730  5042 320
384 -1937  -323 485
708 -2148  -3130 4339
-678 6019  -1354 -969
-2868 -565  -3701 -1552
3350 -1793  2443 -3779
4555 2931  1042 1904
392 4576  -1121 2154
-1384 2239  1184 5660
-302 1376  -922 -4859
-2315 3706  -646 -2986
3450 -2027  594 -215
1054 5271  -1679 1885
3456 -78  1010 -148
-105 655  -782 -3925
-3464 744  -4387 -1618
1804 187  3163 -1665
-2408 -185  1855 -1040
-1223 -390  231 459
-2745 1465  2108 420
4782 3959  3915 -367
2694 -3226  5643 -1961
-517 2629  -3738 -2325
2791 6107  -1725 5228
4883 4222  -2803 882
572 -3473  3240 6617
-3165 1790  4733 -6366
-7509 -696  3308 -5305
-821 56  651 6651
1160 1553  -1898 725
3578 -2034  223 3941
-320 985  -6189 2097
3857 640  1262 53
-2067 5220  -561 1510
2221 1148  3186 -3812
-1117 4  2826 -935
-2471 -202  -3163 -896
-1886 1749  -88 282
-3434 -7164  -898 1428
-2457 -1604  2009 -1414
-189 -3469  919 -928
7955 -4083  2522 -1239
767 -3424  -1168 3544
-4235 379  1077 -7176
1030 -120  514 3496
-167 273  -2152 283
4112 -242  -2867 -825
664 -66  -3318 4574
-3791 -805  2700 4571
3775 -5323  -53 357
-1399 -5306  -4228 -2520
-10 4085  159 -98
4734 1910  -1310 -1575
3225 -1075  3081 -3621
-2728 -2904  -2056 3493
-1984 666  -1292 -5136
-2228 -1430  -2689 4330
-2987 -500  4218 -999
7322 -2843  -4458 -3435
-2417 1616  1842 -7660
1071 -277  -2830 5936
3174 4277  -2154 6037
-3714 -979  -639 2213
-1470 5166  -3984 71
-4502 -3622  -940 1603
-249 3000  -8220 -1267
-1462 -5271  3417 3468
4244 2315  702 -1912
2251 -31  5278 4429
-6402 -1825  561 -2504
1166 -2587  1108 137
5370 -2913  3764 -3102
1831 4345  -2909 -1029
-2336 965  -4057 -1408
3106 -5767  2786 -4869
-4333 -558  -5418 4753
-5309 -199  3252 -2518
31 -43  -1131 1076
-5011 2261  1972 2614
1328 -1540  3021 -1196
-3431 -2597  612 438
-4882 2782  1330 433
-274 -2025  -1636 1624
174 5284  1388 -300
1373 99  3811 -846
914 -408  -1338 -5066
-61 315  1384 2402
-4497 -2322  -6619 898
-5717 -2563  -330 1564
1664 -691  1186 3990
4425 184  -3188 1341
2209 2980  -1746 -2622
-662 -3822  3383 -5513
-2059 -3648  989 -1931
947 3810  1637 -3760
-6629 6727  -1793 418
-3633 2255  -2108 4487
-487 1760  4458 -2594
-1155 -4032  9161 -4275
3077 -2008  1660 478
1128 -2766  -4714 -2594
-662 -137  777 -2407
3547 -3610  8879 -1714
-7177 4778  1317 -1460
2899 -3231  5137 679
852 -2264  -2746 -4570
-7288 -339  678 5067
-1100 3336  -4641 806
558 3442  -12 363
187 -5176  1335 3055
-3341 -3393  1714 -2423
1046 -984  4133 1808
-1237 2087  712 -1875
1802 -3912  -771 -1458
-550 3299  2460 -736
-146 4905  -6035 1958
2388 1282  2139 1635
1443 3440  1029 -849
587 1109  -4845 -2006
2924 -1841  -3168 3570
3995 5193  177 -3938
938 3293  2450 2616
2921 798  342 -3395
1788 -996  -2575 -1897
401 -915  -120 -3693
-909 558  -2541 892
-2549 -2010  250 -633
-3873 3476  1776 -2234
1169 1931  -2532 6206
572 6251  -1518 -1272
919 602  -127 513
-2612 2182  2401 -3464
-5 5127  -319 393
-2197 -354  150 -895
717 3602  2969 -3973
-186 2863  272 615
911 2076  -172 -36
-4915 -4841  3346 918
1018 -3163  574 -698
-2266 662  462 -5630
-3352 -643  -2382 2085
5328 2376  2089 -3971
1701 2738  -4828 -6250
-5795 -3456  1535 1612
-1899 2500  1413 -3218
5726 -1720  579 2172
4410 4395  3866 1347
3637 196  -3726 -481
2284 6267  388 -834
-4031 -2324  88 -916
-5969 1886  -484 1093
3500 -2310  -413 999
-660 979  4376 -2405
2362 551  -1810 -3053
-2044 1112  -2004 843
508 -2391  4081 -2392
-1045 4606  -2680 -2124
-3366 -2237  -3083 4419
3264 1730  -1365 -241
1901 -465  -840 -6668
-3484 -2719  3863 -127
-1517 791  419 -2015
0 776  2924 -1773
-1787 3359  -3639 -1211
-3959 -1230  -843 -2484
4177 78  1481 -380
3040 2858  -2312 -362
-334 -807  567 468
-1167 -2204  439 2698
2292 715  1268 2539
236 108  2802 -528
-3215 26  5639 289
-705 -3358  -2785 -3819
2922 -6677  3028 -3647
2499 543  -2290 3502
3432 -6713  1431 452
-937 -2190  1344 -3357
-3778 -4768  2406 7138
-400 2046  1967 -1862
-8470 -2191  -2672 -1673
-2387 352  2036 2474
-2225 34  1348 2396
445 -2873  3726 5788
-1886 -2066  1368 -327
-1718 -888  5478 5882
-3327 641  1116 4063
-1278 -722  1286 107
4037 -2078  2045 -1739
1117 -1545  -5208 -2751
-417 -394  -2790 1268
-367 2800  3931 -92
1956 4211  159 3664
-3686 -4034  -1611 220
-3056 3085  3954 3409
7130 -6040  1884 -1277
-1088 -7602  16 5529
-4369 -1849  2884 -3617
1439 200  808 -3449
5115 374  3379 -3065
128 -3024  -387 2023
1507 677  -3674 1056
-2933 245  -1802 -972
-594 1514  431 -3123
4256 2049  -226 -5366
-3969 2087  2158 -2534
7067 -1972  1747 -6874
4871 74  446 -2344
5794 2664  -2521 303
3619 -3063  -1412 -2904
1108 982  -1857 -2257
-2936 -3116  1999 -2483
2256 -1963  2212 -614
2827 3931  -1617 5458
3763 -3522  -4098 -1868
4515 -624  -1668 -3061
-1726 -1610  -3095 -1808
238 -1687  -4547 1245
-4135 -970  -977 -2635
-10558 5617  326 1956
-870 -2215  -787 -3679
978 -2975  700 -1272
1989 -817  -1677 167
5531 -7621  1878 2850
-815 -5443  267 3753
2024 -1757  4892 6122
762 -1273  37 -147
-344 -1429  -2866 709
-1382 456  4562 754
-1316 -13  6013 901
3396 -2348  791 -1351
711 -1743  -3843 4128
2975 1450  -721 2322
-2241 -42  -3837 2703
4378 1393  1654 -2184
1894 2064  455 -3160
-750 -3939  -926 1550
2125 3932  2604 -238
469 1378  -2057 842
-3323 202  -2143 5240
-1968 1319  5446 4107
823 3130  -5547 -5190
344 377  1473 -6773
-2906 -3554  4819 -600
-2567 -797  -797 1667
2301 420  -10 3762
-2607 948  8211 -242
-153 1232  962 338
-3450 -815  -5812 -590
202 10064  3747 -422
-231 143  2653 343
-4388 1036  -2226 -630
3790 5545  -298 3093
-134 -1670  -2634 -1380
864 -3431  -1126 7003
895 -2153  -5513 -2355
335 3343  1605 5777
1180 1710  2662 -4477
245 -6011  -344 -26
-380 -2412  -4534 6157
-3900 2797  -4562 3283
3620 -3392  -2177 3261
314 -3617  964 4424
-3835 1145  4089 -51
1408 -2058  3293 -6321
-1940 405  -2067 7590
-2577 -4121  -1447 -5089
3733 475  2828 3776
7071 396  1274 2882
91 852  -597 9270
-319 2994  2844 1643
280 -4578  -1739 6558
949 6156  -1178 -1090
1178 -715  -2907 -1464
-2517 -2671  2204 1727
-177 -579  -4932 439
-2699 413  -507 -909
3643 4418  161 -1991
41 -562  -883 -295
-3272 -2062  -4293 2270
-381 -2453  -3773 1979
4789 -2915  711 21
-1290 -2613  -4150 3125
-1412 743  258 -1291
-781 -515  -79 -222
-2116 -330  2859 -959
-4125 5110  2759 1517
-2211 -958  -1869 -208
-5 -5134  164 -1424
-7081 1329  2497 909
222 989  -1349 1367
-2194 -799  -248 51
-1744 237  2096 2902
5040 1420  -721 211
2873 5266  -2596 824
6593 -5002  -4311 793
1923 -3965  -4101 4287
-2388 -2895  -1433 2183
1823 3282  3328 56
-2509 -710  4399 -2346
1297 1583  1060 -3342
-5000 -487  4773 -318
-105 -1028  2840 -1372
712 964  -5380 -4785
4991 -4809  3222 -181
-2828 -3215  -938 24
-5206 -3455  -3126 -1226
-2639 -3408  3581 -2292
-3998 1292  2906 -949
-4824 -1655  2065 506
5304 572  262 -1251
-4876 -3562  12 291
3413 2457  1434 2137
-614 -1177  -206 -2243
4915 -2991  4562 -1737
3554 2475  563 4435
-2236 3148  -681 3187
-5369 -1998  -1496 -3693
3427 2268  269 -407
4080 -1395  -1776 -1802
-611 -762  691 424
644 -1753  3051 728
-1789 -2907  1680 56
332 3835  2383 -2144
-1818 -9  2031 -4624
243 3880  4361 -547
-3185 -858  -1793 -1945
-3614 2413  6848 -5485
25 -1241  -5480 646
-4542 -176  -1129 -445
-4561 -1579  -4230 -2495
2430 -3163  -3120 485
-923 1463  -2305 -3091
4046 4984  -722 2201
-3736 3299  -1137 1440
1234 2193  2351 -964
4332 -1176  4735 3139
-990 -2068  2237 1671
-1242 190  -2758 -5408
2784 1205  3448 -1481
-419 -917  -1587 -1794
-1866 1264  -3096 2827
2212 -1834  1374 -3326
-952 1689  -840 554
-558 2850  -1508 1630
2366 2330  -2917 -1389
2965 3306  -4683 152
-4674 -1479  3020 -1037
-2590 3352  -3037 2768
-36 -1678  -307 85
1043 -3138  -57 796
-1979 -1623  -1042 -4111
-595 4214  -1942 2593
-2640 1092  4276 943
-23 1109  4181 -577
-732 2297  942 2195
-875 5990  2331 1994
-206 5300  346 -399
672 2099  770 1283
773 2433  -1359 4314
7668 -3957  2277 391
3072 -5755  3986 994
-244 -1688  1281 -5239
-1240 -2809  -1491 -1651
733 3952  3703 657
-2460 1251  -3083 1903
-1287 -3319  2129 -6300
-3379 -2263  -5034 2101
707 -8009  3530 1882
3764 1641  634 3374
-683 -1843  -588 606
-3036 -1841  -4903 -351
5189 -975  -2204 2889
1684 -3057  647 -1212
727 1711  -1157 -1751
-3925 3201  1693 3179
1436 -7812  -4774 968
-618 1483  2732 -6061
3565 -1866  1703 -319
3336 -3229  -86 4451
3826 -1741  -1863 -1373
850 -1273  -1790 -4438
-3996 2249  714 -1931
-82 6746  3686 -3370
-1816 1144  -3047 2579
2672 -2659  -1948 50
-94 -2630  -1346 686
3582 1633  5724 1231
-2021 -307  3985 -1796
-1132 -255  -2889 -2868
-5487 -969  2323 -1421
-608 1322  1986 2925
4311 -4624  -1710 -2089
-2534 723  -1395 -2340
-2534 -1840  3297 -1016
591 2502  -2698 -2288
-3056 1452  4586 838
-748 -3871  -1604 2654
-407 -399  -979 -3373
-1079 4317  -4429 2228
779 1866  882 4347
4754 275  -2459 2687
2842 -4787  1918 2597
1761 -2244  1087 3203
2354 -1608  4262 -224
-2668 -1255  -4591 -616
-2136 -2495  1314 3550
947 1161  -1079 -385
-4609 -5286  3920 2249
819 -6485  380 3787
-247 -271  2461 993
2792 1898  1796 -2651
2091 -3228  -2925 2831
3683 1893  -7488 -4113
-6 -1187  1613 -926
2296 977  -3780 7126
1949 -251  -2663 1937
-927 -247  561 1027
-469 1814  3571 3938
2070 -1640  1415 610
1215 -95  -2135 -1728
269 -2521  -893 -720
-3762 2812  1492 -1499
-2914 2877  -976 -1098
-106 -603  196 1592
1641 -17  4221 2211
-297 5338  3488 2535
3421 1090  -879 -2377
1179 1114  -1177 4
-2144 1394  2052 -5190
3002 -108  -1638 2751
4312 -2634  2098 3752
3740 731  102 1950
-2361 -2309  -1805 1498
5577 -1924  4841 -3716
5301 226  -2596 6910
293 -769  6086 684
1492 -2024  -2468 -1413
-1522 -458  177 790
-5878 -110  2025 3377
1124 2332  3649 1481
-791 2590  -7606 -5263
1401 437  -276 -2742
-2834 -1639  3002 89
-4510 -1319  1098 1899
1980 2483  -184 2709
2783 2427  4987 697
-5740 1424  -71 4320
-3748 556  -1609 333
2357 4780  2018 -3377
5108 -4596  -4096 -2080
4058 91  1681 1440
-5374 -578  4889 -2742
-4226 -3505  -703 -5131
1495 -140  6198 3642
3244 -1664  -2314 -3635
157 2941  506 -1551
-932 -78  757 5722
3116 1319  -1834 4922
-1925 -4088  1798 -2319
-509 184  3969 146
1866 -1648  -686 -813
1008 1096  5178 -853
-6227 670  -4208 1535
-1499 -4308  -1369 134
-494 -2168  2892 -1680
-416 1041  1404 -5785
-197 -5030  -1535 2020
-598 2160  -482 -2716
2152 2414  808 -3435
4079 -1220  514 2835
-5707 5704  -4282 -2647
3770 -3825  -380 245
907 -1761  -100 -1657
-364 -1604  -364 82
-2689 554  -751 2753
-2729 -1828  -130 4810
1733 3783  -3309 -1138
-1343 -980  -1195 1353
-4937 -479  -781 -2179
2109 -5673  586 917
-853 3875  -3480 5431
1002 3872  1684 3388
-65 -3544  -2349 2037
-2201 806  -330 4291
-4931 -505  1236 -1759
-3523 -157  5804 -2447
4635 1549  -2130 2424
2769 -2980  5209 -2036
-2391 -2522  -3296 -49
-2694 4395  2179 193
-2094 2128  2451 -1397
1584 -4631  -1955 11
1208 -2467  848 -4003
52 -254  -1856 -6556
2388 499  -3498 -2574
466 2318  6343 -1786
1167 -1510  151 3938
5431 1331  1854 -1700
1058 -2184  2210 3371
-4225 -3849  185 -707
-3792 -3141  -2712 2219
-381 2648  7119 -4187
1256 -35  -3434 815
39 137  740 -3172
1812 5286  1413 -3072
-4724 4776  4607 -1608
-636 -465  4550 -2072
-620 -1871  -243 -753
-3349 1101  -765 -1372
2943 -3962  257 -1476
855 5104  -302 -6106
949 2720  -1579 -10
4046 6322  -1099 979
-973 -1579  -1260 1565
-3048 -1785  -5935 -1144
-363 -620  -3730 -882
-4933 -141  -2346 -1017
950 -4728  1957 -1159
-1435 -3750  -924 -156
1566 -4042  -1529 -2036
1875 -981  3102 1705
4751 -1153  1860 -774
-1314 -3196  -2037 3658
-41 -3843  -5436 -1875
-5335 -3257  2818 -2208
3214 5815  -3831 2000
-2179 -1700  -2778 -5470
2291 6183  3359 -2481
-893 -4677  263 -2527
-2139 -3278  -1067 4531
1388 894  1769 2562
1924 -1575  4283 -2925
-4319 -885  427 -4211
2702 -585  -4006 -2032
425 -166  2563 -2085
50 -5453  3478 1571
2374 1662  380 2937
-1502 1999  212 4179
-3833 2394  4213 1655
-3927 6451  -2010 -25
5117 897  -3360 -2134
8080 -353  -3873 4534
-2100 -3642  -997 -2961
526 -1021  4898 -1267
716 3406  -2194 3791
-3777 4773  -19 -2473
-1005 1314  -737 626
-4317 -2217  -338 1466
-3543 -3745  -488 406
6310 -2735  -86 -2576
594 3306  -4985 3632
-3554 695  -536 -526
-3527 4700  -2510 270
22 838  3218 1816
-1342 -330  -1954 2931
316 2979  2861 162
-2378 781  739 2162
-3472 787  1710 829
572 1596  -1416 469
-58 -1501  1878 281
-241 -816  -5587 3124
12 8529  6208 -1397
5108 -1268  604 -1623
1971 1333  -269 -395
2898 -709  1200 1280
-2238 -401  -3843 2220
78 3742  2554 -4869
-4825 -4451  3564 2148
1935 -1598  1831 2963
4314 -2599  -1700 2454
3825 -405  -1644 3268
-4028 2497  -2287 5589
1485 550  -3055 457
1379 1069  -3070 3660
-5917 1818  -1894 2079
1006 5301  -5408 2926
573 -2604  4480 1486
-1493 -1448  2289 863
-4343 189  -2803 -456
5091 -2934  -73 -919
1531 1928  -2759 547
4313 -3711  1158 -3399
-2521 3466  -1461 1575
3827 6528  1835 2842
-295 2409  956 2144
3808 3684  2563 -1013
-3855 -2158  418 -2092
-1367 3215  -4775 -1228
-6549 1715  -2926 2716
-1205 429  -3822 3103
1099 -1897  -243 -331
-1943 1002  -1817 3315
-1085 -1317  -1320 -1172
2017 2765  -635 4796
2503 -398  3967 1224
-3416 -837  -3098 -2620
1045 1333  4184 -1467
-1308 -3710  3674 3889
-3463 1369  -4803 -5774
1759 2683  -3457 -227
1744 -2838  -3898 3763
3283 -1240  -1641 -1843
898 -4596  3046 559
2047 -1897  1492 4505
68 -3504  4176 5620
3708 -356  146 -913
5339 -2869  4385 -2436
812 4362  -215 4768
4944 -858  -845 2607
-968 -5150  -4019 3087
4436 2518  102 6763
-2415 1598  4099 3743
-760 1456  1016 -1004
-147 -23  -5551 -908
-5021 -3765  -1326 -665
2177 -3447  -1687 1986
2595 1276  -449 -1471
1201 3021  2720 4996
-2720 -929  3101 -5141
-2875 -1307  2013 1679
-1601 600  -5602 -1320
-1165 -1309  1594 -3515
9519 -412  -585 -5906
4900 916  2277 -1712
553 674  -2003 -1946
1370 2826  2329 2346
-3196 4751  -7549 -797
3562 7665  1006 -3429
-1539 3822  -488 -2667
518 582  868 -2416
-355 -414  -3344 -905
3440 -226  -1230 794
-1139 2173  1543 -4914
1535 -3390  -1580 2276
4236 -1335  -460 -1466
3992 -848  153 2839
2190 -5070  1424 2705
-805 -381  3775 1270
-1286 4291  351 2790
1046 1184  -1073 678
1571 1073  1446 3969
-2366 2207  1901 -2903
-788 -931  1016 -1038
-2624 4666  -1843 -369
2810 5244  3023 305
-2227 176  1550 1380
678 2403  1415 1610
-1110 1146  1485 245
-3703 -490  -2999 1938
4172 2153  2820 -6063
-2520 3170  -1960 4270
1372 618  310 3622
1815 -5222  786 1006
-1823 -3078  501 -2350
-6694 -63  1879 -1712
1083 -7182  -4105 -951
-1849 3388  -471 -2333
2674 288  4343 4559
-3624 3004  -2478 6375
-5475 -2438  3210 1667
2237 540  -2796 -3250
1637 677  4162 281
1714 -4639  -5762 2186
-2424 4554  -5489 1876
-818 -5734  -1654 415
365 -6238  -646 1759
4850 3277  3349 -219
208 970  4908 -2265
-3353 -3799  -2138 1254
-952 3581  994 8133
2261 2224  3449 -1266
1194 -962  421 -2678
5902 6280  -1545 704
6481 1996  3248 692
-112 1999  -1624 713
972 4096  -1710 -4050
-2595 3629  804 -890
-2189 -691  125 -1729
801 -2348  239 -1671
-645 4136  1845 -5142
-830 -1180  -7923 -2646
3494 -2261  5964 239
-3153 63  -1361 4633
-2647 3435  -1826 -3942
2322 1132  2037 -2136
-2441 -1184  -645 1021
1833 -5974  1881 -3145
3959 389  -2714 3331
1630 -1516  1351 -3702
-255 -1372  277 2261
1069 1389  1387 4743
-519 -3286  2804 205
970 1392  -1701 -1834
3394 1392  -3290 -3326
7895 -1626  -1847 -81
3663 -1802  -1498 1467
1042 244  4163 5166
-911 -1234  1257 -2189
-3196 838  2753 -3720
-249 3332  -3791 -6680
7239 191  -2543 1722
2617 -4553  -1051 -4121
1497 6204  3983 251
5257 219  -3704 1375
1998 -566  1080 -2649
-1751 -1088  2002 1741
30 2370  -4336 3831
-4493 -308  3087 -3007
-5931 -721  2239 -808
-3194 -4102  -6708 184
-7207 -872  -1731 4239
1221 6813  -75 -1238
2297 -1981  3290 -2921
-360 1548  -1 -4455
-1556 -1293  -1722 2358
966 3121  -3772 96
-1948 68  -1679 -1812
-2480 3905  7396 793
5117 -2599  5637 -5874
-1964 -2005  4398 2722
3309 3189  -2161 840
-5415 1190  5919 4330
-522 5709  -881 -2350
5602 -1512  4773 1316
2450 -1580  -3017 276
320 72  2647 -5611
-5899 -3497  454 2379
516 384  2897 3929
-3805 -3290  2184 2663
-1924 -281  -1422 -3455
-632 -2481  -5249 -7232
-1940 3842  -1711 1649
5155 -2608  2848 440
2232 -1607  -3573 -1818
2872 978  406 -4466
-2900 1403  1303 -4343
-1901 -3810  1295 2789
1159 3399  -1128 -2048
-98 -1027  -2786 839
2300 5669  -481 -532
-4929 -1528  1999 3720
2682 1800  -1613 -3455
3610 -170  -3657 1855
3640 -1746  6193 2083
6073 3321  -5519 1763
1425 2837  2572 4546
-467 -2817  3549 -962
1688 -3591  -665 259
1933 -1455  -3437 894
-1084 1687  1774 -1636
-1545 2615  -889 969
-1263 -2078  6052 2703
3213 3829  -885 -756
3908 -2283  -863 -2445
637 3231  383 2036
-7007 -1231  -502 1321
1081 2125  63 -225
-1130 959  -3274 6160
8699 -3489  -4137 4232
413 -572  5138 -3388
-309 3228  3024 1335
6086 -353  -2351 -3173
-1869 1959  -1350 1004
-3325 3680  -3709 -5422
-344 2501  2977 -3116
3179 -1711  3796 2307
-3228 1239  -2297 -5220
-1657 -1701  -5153 2662
-23 -7384  262 -5450
3800 430  2854 -2314
-99 3261  5740 1053
386 -3517  -5853 606
-160 779  3732 3934
-421 4894  -942 2461
3104 5601  2575 -5565
-4512 -1881  1622 3618
-2924 -4912  5314 -2197
1297 2455  1072 -257
1603 -800  3931 -2602
106 -1905  5118 3835
-2936 -1348  925 -133
1714 -120  -1836 -3705
-1435 -1375  -734 -3271
-273 -2006  -6142 -2242
-1624 -3580  2653 -2808
5756 4074  -424 -425
-2707 -652  735 -1276
4112 -2836  6853 -2377
-840 -1724  6429 262
2657 -4066  1272 -1839
183 -2025  -1694 -6998
-2257 2724  -274 -3071
2387 7519  3380 -5988
4562 3130  -1184 1695
1007 -3044  600 6746
1216 -2430  1746 -921
2352 3118  -2924 801
-4143 683  -1287 -1727
6337 2713  -4450 5828
-209 -3171  2851 -4748
-2315 3603  75 -687
1088 -2969  -689 1879
-1679 5126  -240 3911
554 -2041  -2987 964
4788 288  156 -1336
4832 1339  -536 1156
2659 4157  -1141 4285
67 3418  5782 -528
1826 2437  -4548 -1083
-161 -1298  1552 -267
3463 -477  -4 -1954
2502 -3742  3895 -1849
-1128 -2101  2066 -5341
1408 -222  -2318 2882
-5100 -5220  -7061 2004
-6443 2111  5390 -805
5242 -1159  -53 -5385
-288 2034  -4778 308
1249 2491  -3047 -321
-5414 568  -268 -2209
-1000 1407  170 -2379
4693 -314  272 647
1392 -562  -523 2011
6287 -3825  791 -436
3339 -1848  -687 415
1233 897  -1481 -2141
3329 2379  1430 1051
-194 57  -2028 -4116
34 4027  -4696 4009
1474 -1779  2672 1637
-567 -1140  -5054 -4598
-454 685  2017 -2620
3597 752  694 -2922
1558 2977  -306 -1183
5161 -1713  1363 -1117
3937 1037  -2522 5285
-1910 2133  -2138 2152
-6616 61  2056 4092
3841 -1718  4503 778
7119 -2150  -3808 4382
-9221 2572  2382 151
3028 -342  -770 -1285
1156 -3668  -1284 1155
-218 -299  3711 5725
1535 4202  -1493 -7165
1412 80  -3083 -3988
24 -40  -177 -132
-21 -579  -3692 4730
2347 -2736  -4141 2255
-851 -953  5473 -1559
1536 -2146  -4178 -3622
-3162 -3231  720 -4782
-2125 -4502  -1950 2562
-1529 19  -1392 704
1292 662  -4671 -1267
-771 -527  1169 3127
-1731 888  311 -2837
3933 -4969  -4290 -452
1952 1023  -336 1040
-364 -867  1558 5601
-3952 1095  442 3517
4171 31  1659 -918
-1259 816  -1831 -531
-5042 -972  -709 -657
-3787 -2602  -1209 -3543
-3640 3383  576 -1695
-1712 -4819  92 -2806
